gene	SZ
IKZF5	0.929166287808801
CCNG2	0.928676953441418
PLCB3	0.92782867038923
TOMM40	0.926737893317676
HYKK	0.925986269469308
RTF2	0.924984927271046
EFHD1	0.924551647966818
C8orf58	0.923183264221376
PIN1	0.920833413783603
CDADC1	0.920396597891653
GTDC1	0.920230828826673
DNAL1	0.919570350409519
RSAD2	0.918912137062869
GPBAR1	0.918691441319606
INAVA	0.916994678803014
EVI2A	0.916832603279309
ITGA3	0.916615469461123
BOD1	0.91531586674068
SMPD2	0.914428188350058
GPHN	0.913453211503342
MIR646HG	0.911765439713483
COA3	0.911740880940074
TCN2	0.911369531809789
WSB2	0.911149478877765
LARGE1	0.908212060313004
AC004825.2	0.908066309559988
OAZ2	0.907436378549628
NAA25	0.906851410657146
POLR2F	0.906450243350517
DEPDC4	0.902107057895662
TSC1	0.901618745784457
ARHGAP27	0.901365875919269
TNFAIP1	0.899475217876583
KCNK6	0.89887209940754
FAM27C	0.896211470911161
AC027307.3	0.895899503403105
ADPGK	0.894996413453073
CEP57L1	0.893847714398689
AL139260.1	0.893041731342772
TBC1D13	0.892242340592965
HAT1	0.889931800419453
AL022323.4	0.886768931968313
AC009404.1	0.886515639481986
AEBP1	0.886318495061222
STUB1	0.885617285792921
PAQR7	0.88547875299489
LINC00663	0.884683887762027
RANBP17	0.883437383594245
MAP3K21	0.881587346996175
SLC4A5	0.881587346996175
COG8.1	0.881554030928778
PMPCA	0.880953008282072
AC016907.2	0.879740322840219
KCNK1	0.879740322840219
POT1-AS1	0.8795112766536
COMMD8	0.878440342620804
POLDIP2	0.877001992728159
ZBTB14	0.876304472282335
AC008758.4	0.875487158861817
LRPAP1	0.873523540255164
SDE2	0.871863039796422
ERVMER61-1	0.870614144209321
TMSB15B.1	0.87021563819019
BNIP3	0.869524456886517
RETREG2	0.867591147294964
NTHL1	0.867460923088516
DNAJC5B	0.867286350993875
FAM86C1	0.867159751393006
IER3-AS1	0.866391441281195
USP6NL	0.866342554565244
DENND6A-DT	0.865070673143031
NDFIP2	0.865064683614194
ZNF707	0.864844403793908
HRASLS2	0.863952890592121
CBR4	0.863159751891027
A2M	0.862949425776116
RGP1	0.86204061128198
PRKCH	0.862027559203254
SLC24A1	0.861664390524409
FLNB	0.861585229397055
OSGIN1	0.861508214815789
WRB	0.861499705491051
TBC1D22B	0.860486010498682
XPOT	0.860277157499042
LRRC75A	0.860028311210859
SLC46A2	0.859544958044878
PAPOLA	0.859120276481351
GARS	0.859110295200791
DCXR	0.859095335546766
TTC39C-AS1	0.85897348810478
DHCR24	0.858750480239519
SPTY2D1OS	0.858616538284454
SCYL1	0.85790164241375
MARS2	0.857677275998929
RIC8A	0.857153065215057
AC008467.1	0.857019213110894
AXIN2	0.856660756656659
LRRC59	0.854594611498424
SRP14	0.854419326489728
AP000704.1	0.852385797957575
PLXNA4	0.852385797957575
SRD5A3	0.852111200256414
TSR1	0.851907304439607
AC127024.6	0.850584864668385
MPO	0.850584864668385
IL1A	0.848786685915967
MAP2K1	0.847122779590442
GFPT2	0.846963218291526
GAN	0.844943644757668
CALHM6	0.844695593167048
MT1G	0.84340853528031
AC016745.2	0.841075097369884
NME7	0.839773670772107
CDC42SE2	0.838914801207371
GIPC1	0.838053418996974
NUDT14	0.834257233161135
HCFC1R1	0.833155806064938
LINC00235	0.830953320559838
XRCC2	0.830953320559838
CTBP2	0.827682955028407
AL158850.1	0.827418320704382
HMOX2	0.826554648224124
ALDH7A1	0.82587607722376
KIF15	0.825654693336759
CLPTM1L	0.824580149547833
CDCA7L	0.823194545772354
KANK3	0.821718388272015
AC108047.1	0.820496527238553
AC004156.1	0.819618707635605
TRIM61	0.819491711989678
SPATA2L	0.815344112433409
MRPL48	0.814655830864056
PANX1	0.814627766831941
ARSK	0.814262260952845
AL022328.3	0.81379461621523
COASY	0.813487336949538
AL645937.4	0.813380388213404
NUDT13	0.812617035887555
ERCC1	0.811459104113832
AC016727.1	0.811370887037643
IP6K1	0.810363894923415
GRAMD4	0.810129645439584
FAM124B	0.809895914735898
LRRD1	0.809895914735898
SETD5	0.809747813661864
TEPP	0.808467035124802
ZNF334	0.808157361234175
COQ10B	0.806961208287804
ZNF124	0.806126280448798
PTK2	0.80595652343389
ZDHHC12	0.803650681609241
EPS8L2	0.803456038667138
SLC9A8	0.803275818604498
ISY1	0.802208220107599
OLFM1	0.802068094962099
ZNF497	0.801227419947692
ACY3	0.800323814645423
PHB	0.799824092102334
SMIM25	0.799601529589652
PDCL	0.799295606275395
CHTF8	0.798388953886763
PBLD	0.797220354896583
TBC1D20	0.796778336960686
ABI2	0.79614807911765
TRIM65	0.796077794433755
AC074032.1	0.795703225903087
CTNNBIP1	0.794922942684483
HSD11B1L	0.794881837103719
SLC4A1	0.794335744958528
POC1B-AS1	0.794257061941897
KIF1C	0.794207653033813
AL669831.5	0.793563791317548
HSPBP1	0.793059958990498
VANGL1	0.792793390511386
C12orf76	0.791919088019659
AC062017.1	0.791535390761616
VRK1	0.789600658813797
MTRNR2L11	0.789191652658222
SAG	0.789191652658222
LIMK1	0.789114270745512
CPSF4	0.788768936517642
ZNF134	0.787389232056981
CYTIP	0.787144247233445
RFX4	0.785773831524484
FCGR3A	0.785680906229646
FBXO5	0.785378084690513
LCAT	0.784820170594309
ANO9	0.784545021763534
FEM1A	0.784321269307447
ZNF467	0.783526908607285
STYXL1	0.781933028122334
ADAMTSL4	0.779793321139551
ZNF620	0.779571938256949
IL18BP	0.777793441292944
ZNF554	0.777446346763072
PKNOX1	0.77686989390226
AC020909.2	0.775901563940934
RAB32	0.77404050590724
ZNF547	0.773882972229037
LACTB	0.773191745193755
GSN	0.772702081542123
THOP1	0.770600596570057
AL359921.2	0.770505658106622
CSF1R	0.769965519435751
MLX	0.769791514649878
WDR77	0.769751928854511
IFIH1	0.769550911585795
SGMS1-AS1	0.768858971474626
CASC15	0.767495279042543
LZTS3	0.767242373975065
TRAV13-1	0.767137109784048
FLT3	0.765467093584577
ATP6V0E2-AS1	0.764369198328829
AC008771.1	0.762440658336508
LAPTM4A	0.761815596532679
ZNF627	0.761715636459781
BMF	0.761301689855738
STAM-AS1	0.760606720978979
C11orf74	0.760181537901091
HAL	0.757614015738405
C17orf58	0.756849823730415
ISPD	0.756198804869245
RWDD3	0.756012400360802
PHF7	0.754368104406622
NMB	0.754262734661315
SLC6A12	0.752777209969641
CEP72	0.751603948521441
CRIP3	0.75066119146912
MARVELD3	0.748763106614909
STARD3	0.746949618991171
AC087741.1	0.746362517363551
ZNF623	0.746222051016491
HECTD3	0.746092472010447
AC005162.3	0.745648299702711
AKIP1	0.745413949726337
SYT17	0.744859457359047
BET1	0.743803868986905
GRHL1	0.743795835483078
CPAMD8	0.743210478175288
CAGE1	0.741843143134989
ZNF383	0.741348178702626
COA5	0.741042820611474
SLC27A5	0.740472767327651
AL391069.2	0.740288398902355
P3H4	0.739365366490897
TMEM241	0.738511967956455
LRRC8A	0.737530664778274
E2F2	0.736078815146426
ZNF20	0.735557557385111
DPY19L3	0.734952752591256
AC004076.2	0.733915893269371
MIAT	0.733091236663619
IFIT5	0.732707865898407
DRAM2	0.730308712048494
FAM49A	0.730248119031567
NDUFAF1	0.730065543976909
SLC41A3	0.729528448970397
KMT5A	0.729095426180659
PARP9	0.728805252176084
CORO7	0.728309795370068
HOMEZ	0.727816474264289
BAIAP3	0.72721763631379
CAMP	0.72592016016204
OR11G2	0.725446449112108
DAG1	0.72395855963465
LHFPL4	0.723083039612553
AL021707.6	0.722470914304083
HSF4	0.7223420596819
AC108673.2	0.719908555191873
AC092745.1	0.719228730439924
STIMATE	0.719082314990272
DCBLD2	0.718075291009108
ZNF19	0.717862409084548
ROM1	0.717606416787705
TIPARP-AS1	0.717094451143092
BCL2L2	0.716583157656584
SYT15	0.716293356349678
TNFRSF12A	0.716110243671559
USP3	0.715055280680769
TMEM88	0.713980409871104
Z95114.4	0.713507413535071
NT5M	0.712750760220043
MDH1	0.712477093758339
INKA1	0.712026454739612
TCL1B	0.711312811490211
NCKAP1	0.71098746355733
ACAA1	0.710977116396341
HOXB4	0.710529079231039
RMND1	0.710256620491483
CLEC1B	0.710199740495747
BIRC5	0.708940187951499
ALDH3B1	0.707500897829625
MRPS17	0.707116149410412
MT3	0.706302562840088
DIMT1	0.704254497882397
KDM5B	0.70404820187631
MT1A	0.703089460330929
POU3F1	0.702246741890647
AC020910.4	0.702010304876716
CDKN3	0.70148562907049
CHMP7	0.699389695446758
BRI3BP	0.699006292497617
ADPRHL2	0.697145893547269
CRYBB1	0.696684917063051
AL354707.1	0.695643431938162
GTF3C4	0.694758161145481
TMEM206	0.694111967905794
THAP8	0.69290028930506
MSC	0.692028275160068
HECW2	0.691900208021989
LILRA5	0.69074558890286
IRF5	0.690282504875936
SPAG8	0.688802528116556
EPHX2	0.686783430437843
SGPP2	0.686176826666312
DCUN1D1	0.686099274567392
PLPPR2	0.685568820464306
MINCR	0.683995876176567
LAMA5	0.682729127109242
ATP1A2	0.682377941788434
RFT1	0.681919981157776
ZHX3	0.680311490383762
TAF11	0.679454161612897
CEP76	0.679171480450121
HMSD	0.677639964877996
FSD1	0.677349014909501
FAS	0.67545705736388
STRIP1	0.67506845475439
C4orf46	0.673055541848835
AC084036.1	0.672948618266808
SSC5D	0.672917151331294
TMEM44	0.672271654743125
LINC00511	0.6717757298276
KCNK13	0.67151976818898
B3GALNT1	0.671346214877805
PRSS40A	0.671346214877805
AC009961.1	0.671011868834163
HMG20A	0.669715973746332
WDR83OS	0.66921861650646
AC109826.1	0.668956883394001
PRPF31	0.668465211616185
FAM66C	0.668351530903857
ZNF813	0.666773704962814
AC016065.1	0.666333126760834
ECI2	0.665841726761873
XYLB	0.665078946175923
LINC02580	0.664513211145049
P2RX5-TAX1BP3	0.664398683233442
CPSF6	0.662503109680367
RET	0.662227227535088
ASRGL1	0.660088428716551
IL18	0.65997874117064
ZNF548	0.659978551455523
TBK1	0.659653387986466
OCEL1	0.659363131503974
IL1R2	0.656953548146464
CCDC88A	0.656815336145443
ATAD2	0.656040321773941
C16orf91	0.653915606150008
TARDBP	0.65251454636167
NDST1	0.652314698005687
AL023806.1	0.649523595844325
NENF	0.649216355512835
AC009779.2	0.649210501279122
MRPL21	0.647058032693947
NUSAP1	0.646993558802678
DCUN1D5	0.646275240496934
PRRT2	0.645908462169015
RC3H2	0.645856078561359
FYTTD1	0.645791267421961
OSTN-AS1	0.64548722697449
ZBED2	0.643345405392917
TP53RK	0.641652702873195
HLCS	0.6415848813453
ACTR5	0.641502010729464
DIRAS1	0.640826948101546
PNO1	0.640718285327844
PLA2G2D	0.64056448578617
NOC2L	0.640368820158558
PRPSAP1	0.639924402974205
CHCHD1	0.639901429934794
SCRG1	0.639218397854618
SLC17A9	0.639087080529331
TXNRD3	0.638727837484811
SYVN1	0.637871797894964
VAV3-AS1	0.636349903287653
CCR3	0.635657013697583
TNFSF12	0.633182121716456
PGM2L1	0.632867034597338
FAM229B	0.632790542232063
EVA1B	0.631907904883244
TPX2	0.631257787418487
AC093157.1	0.630734166891321
DUSP3	0.63067005873499
NSUN2	0.628951051489424
TTC9C	0.628137395106754
ELAC2	0.626667103257383
ETFBKMT	0.623752084552871
LPCAT4	0.62332350398151
MTHFD2	0.619888831920081
PUS1	0.619555699453158
DOHH	0.618965803141357
MON1A	0.618500132693349
HACD1	0.617662138720355
MCEMP1	0.61687227437605
C6orf99	0.61685345897439
IFT46	0.615675394122788
POLR3GL	0.613920357514488
GPA33	0.613799262405718
MMP25	0.612110271114803
FAR2	0.611239148960478
SOBP	0.610213528009186
FBXL3	0.607963741997476
SURF4	0.607820738965658
CD58	0.607374621949765
TMEM200A	0.606524271272872
PER1	0.605391106598083
TRIM54	0.605269414941509
TSTA3	0.604375784917625
SMTN	0.604191760234652
MAP7D1	0.60149551746198
H2AFY2	0.601332487877863
NUP85	0.600703415030786
ZNF347	0.599986529132331
TUBG1	0.599590164869909
SUCLA2	0.599555328455067
STARD7	0.598289927956637
ZNF207	0.59793469814685
ACSBG1	0.597760126042478
ARMC9	0.597760126042478
SLC7A6OS	0.597581287893423
SNAP29	0.596277278719597
SUMO3	0.595068045653278
TOP3A	0.592961187635611
ADAM22	0.592915784714896
TGM2	0.592683183779569
KIAA0895L	0.592594140075368
AL080317.3	0.592284675172271
ZNF587	0.591201867178763
AC009005.1	0.58879321191092
MCAM	0.587544852349293
MEGF8	0.587445447629498
AL590226.2	0.587303337542575
SESTD1	0.586657580867673
AL022328.2	0.584327490777854
OIP5	0.582841507271216
DCLRE1C	0.581503873412828
TNFRSF10B	0.580854733588157
SLC30A1	0.58067691919738
STON1	0.580528389849123
WDR46	0.579366801927518
ZBTB5	0.579021458885297
CDHR1	0.578391250134974
TTC28	0.577987921499145
SNRNP40	0.575805982915527
SIRT5	0.575227149832223
SLC45A4	0.574620589646888
CX3CR1	0.573665389282948
DNAJC27	0.573611841715838
LINC01431	0.572596123530668
ZNF296	0.570712578855532
LPIN1	0.569507090861971
KCTD18	0.569084699106258
AL157935.1	0.568825291495489
GK5	0.568783766773721
OXNAD1	0.567510266444602
TTLL12	0.565309223939211
MKRN1	0.564851673324617
DEPDC5	0.563368837072683
RAPGEF2	0.561844841834508
AC084824.5	0.561377501200596
HMBS	0.560459014962171
WARS2	0.560071348730656
NRAS	0.559687374435685
AL159169.2	0.559650637550559
FMO5	0.559547620105054
DNAJC12	0.558570430517519
EEF1AKMT4	0.557373673789125
FRMD3	0.557087927214832
PPM1D	0.556770530019673
CDNF	0.556308466958918
FBXO22	0.556022495663146
STARD4-AS1	0.555285341141855
HHIP-AS1	0.554846000383363
RNF149	0.553792758715665
CALD1	0.553755332907589
PPP2R3C	0.553279492721301
NFRKB	0.552330128958509
ZNF415	0.551924619439338
CEBPB	0.551847919365745
NDRG2	0.551642218871534
CARD6	0.551452527863195
HOMER3	0.551375237234189
ATP5PD	0.549072257046713
NMUR1	0.548802620813713
HIST1H2BN	0.547846489317147
RILPL1	0.546945820854969
AC015726.1	0.546732081752658
ZNF566	0.54650005503777
AC127070.1	0.545863356566398
ARHGAP42	0.545137435266967
CCR5	0.545114935607926
WNT10B	0.544641654799999
RAB40B	0.54463550787422
KLHL26	0.544338529411018
ATP5F1D	0.544320723598413
PRKAB1	0.543698540103464
PRR11	0.543385591421058
TCTE3	0.543131140360524
CEBPB-AS1	0.543040014954726
AMACR	0.542925235722877
RTF1	0.542790843424024
UCP2	0.542454471197274
UAP1L1	0.541408059065847
AP000763.3	0.541281690295269
LEPR	0.540285727012464
PTPRK	0.539638306491385
ZNF358	0.538756536214178
TRIM62	0.538230148497962
LINC01135	0.537906728630837
PGAM1	0.537462099586464
AC015712.2	0.537387465090095
SMIM15	0.537277217693225
TTLL5	0.537203454186913
ARHGAP22	0.536307221987454
RCC1	0.536296765711069
MRPL2	0.535356899227952
TNFRSF10C	0.535310125107034
SCN9A	0.535152860883614
C11orf1	0.53480195318204
ZFPM1	0.533196994357427
C22orf15	0.531761528761375
FCRLB	0.530804891271349
CNOT9	0.530403109582747
AGBL5	0.52999869773671
RANBP1	0.529601358345975
ZNF202	0.529403119290791
AC137767.1	0.527687739197022
TNNI2	0.52718278465538
SFMBT2	0.524604949334329
ILDR1	0.524400512708041
NCAPH	0.524400512708041
RDH10	0.523923702221967
SNTB2	0.523910451680252
AC109597.2	0.523608679155055
ACADVL	0.522984715094427
CUTC	0.522844256094868
KCNK12	0.521753966870409
AP5B1	0.521370954354823
MMEL1	0.520386140223521
ZNF607	0.520117736780025
SDR16C5	0.520091216596443
IDH1	0.519914018363031
AL139011.1	0.519833561392903
INPP1	0.519737548318494
DNAH8	0.519363612132052
TMEM38A	0.51916165628549
AC008280.3	0.519081901558928
AL138781.1	0.518656932080391
MMP15	0.515791557046827
UBE2H	0.514238823553134
CPLX1	0.512930410614728
KLC4	0.511773858638117
ERBB3	0.511400606780671
TOLLIP	0.510118072957708
TSKS	0.509720001577781
ZHX1-C8orf76	0.509612120164792
PDHX	0.509274619024224
CDAN1	0.509070581522506
SMIM5	0.508646541328425
ZCCHC10	0.508172600551621
ZNF597	0.506114323715606
COMMD9	0.506103063235157
SLC33A1	0.505690633735732
ACTR3B	0.504191273159306
MEN1	0.503736638847619
LINC02185	0.502949183895058
ZMYND10	0.502949183895058
VAPA	0.501870936061101
CTGF	0.501527398977708
IFT81	0.500579096765954
PFKFB3	0.499306480538438
ENAH	0.498976394886793
EIF4EBP2	0.498839547945206
ARHGAP10	0.497531470566113
DNAJB5	0.496426813307348
C3	0.495850347347453
IL17RC	0.495480831976016
SLC35D1	0.495398132639251
SPINK2	0.495225022014124
FAM201A	0.494433585045687
UBXN2B	0.494121473153334
CDIP1	0.493808360303156
ZSCAN31	0.493017814484465
TYMS	0.491603031442493
DCUN1D3	0.49059327489089
PARM1	0.490574960640995
GDF7	0.489996789085957
MPV17	0.489478501169044
PAFAH1B3	0.489028953961339
BMI1	0.488516802134019
EEPD1	0.488343212189452
DTNA	0.486371806623165
SQOR	0.484838761694285
AL080317.2	0.484543782441079
PCTP	0.484353679661723
SEH1L	0.483008689922199
FAM84B	0.482488104710933
AC022167.3	0.482418185320668
RUFY1	0.482218165130102
CUL4A	0.481264108216583
WIPF2	0.480188948273279
SRRT	0.479767841399873
HAPLN3	0.477981907289095
ZNF414	0.477953886852699
ALS2CL	0.47576958390484
TUBGCP4	0.47520713963512
TSEN2	0.474117482046593
LINC01637	0.47326708346055
AL603832.1	0.472504101055724
FAM95B1	0.470496967904941
PLA2G4A	0.47003916665583
AC108463.3	0.470004553076352
AC022182.2	0.469845342084118
AP5S1	0.468403005549997
PFKFB4	0.468072937426353
SLX1A	0.467024956815405
PIK3CG	0.466899948890078
TNFRSF18	0.466624571936201
EXOSC5	0.466620628503505
PRICKLE1	0.466600689666493
RAMP2-AS1	0.465200303168315
MAP2K7	0.464743622845816
TLR4	0.464057734143172
SLC46A1	0.463676774196246
HSD11B1	0.463508393356936
PAPSS2	0.46213075477959
FAM72A	0.462040035915662
PLEKHF1	0.461802582031189
MAPRE1	0.460010722024592
AC078846.1	0.45996394844904
FARSA	0.459589193609777
SPR	0.458472243641902
ACYP2	0.457709656247148
C1orf216	0.455962748040508
PDCD4-AS1	0.455763296231788
FLVCR2	0.454536510351078
ADAMTS6	0.454403281993589
USP19	0.453949680042563
STK33	0.452136306904603
SNX20	0.451747146268558
AC243829.4	0.451415543155675
NUP88	0.449517538444728
EMC9	0.448978446718128
CHMP4A	0.447813978216889
PHPT1	0.446782380625867
DOK1	0.445895278856228
CDR2	0.442770558913857
SOX15	0.442676144203821
HSPG2	0.441294233830552
IFNAR2	0.440317479732283
PROX2	0.439913165673234
NUDT17	0.43971306034141
PLTP	0.439587261954031
CCDC14	0.439448488874145
DAB2	0.436970117713527
SMIM6	0.434397242259781
BPNT1	0.433611877281969
ZNF57	0.433158715766225
TMEM208	0.432822457283202
DBF4B	0.431622620750938
RASGRP4	0.431301951931141
GPSM3	0.431264034339864
RNFT2	0.430905213027978
LINC02182	0.430268965068573
AC107375.1	0.429862142502704
VPS52	0.42876694156035
AC015468.3	0.428511177332754
CRIP2	0.427529295138478
MICU2	0.427483836203836
AFG1L	0.42723147854979
DBF4	0.426906876098233
PTK6	0.426887192733775
NRAV	0.425872653020865
TSNARE1	0.42462787564613
TMCO6	0.424467513296444
DUSP8	0.423414513148035
AL031663.3	0.423404722394183
USP13	0.423153655481699
TYW3	0.421495755668133
C19orf44	0.421048769187876
AASDHPPT	0.420185494009908
RAB13	0.419688525718257
BNIPL	0.418820215352094
CEP126	0.418401049847002
PSMB4	0.417684631798599
CASP9	0.417034645554231
ZNF26	0.416619934747083
ADAMDEC1	0.416560372063895
GUCY2D	0.416560372063895
AC135050.1	0.416339672858819
GOLGA7	0.416027437123528
AC069185.1	0.413699078961718
EPHB3	0.412463129441405
TRAC	0.41238410137859
SELPLG	0.410080416197992
FBLN7	0.407411223785891
FAM219B	0.40732248649434
ZDHHC16	0.407050442847309
VIT	0.407010876264466
PLLP	0.405524882955347
INTS7	0.404698310083317
PPL	0.404289290298579
RAB30	0.403299035345772
AC096642.1	0.402761679363692
ZNF606	0.402701210231752
RARA-AS1	0.401944099892733
CPNE7	0.401591448610905
FBXO16	0.401570695630149
MEIS1	0.398855065642337
UBA2	0.39876413009421
DDX51	0.396730112731773
ZNF343	0.396390693116549
CDK5RAP1	0.395226705751283
SMAD1	0.394811956193938
ZNF816-ZNF321P	0.394792800178466
SH3BGRL2	0.39478712164107
SAMD10	0.394442103308283
SLC25A17	0.393562629946967
SGMS2	0.392689879852922
AMDHD1	0.392078788045149
TMEM170A	0.390415868445105
DYM	0.390153506853845
UBE2B	0.389813730594007
AL360270.3	0.389373327329802
PPT2	0.389167883134477
RMC1	0.388121503589978
TGFB3	0.388021666217977
EPHX3	0.387515705377711
ACOT7	0.386225666255624
EPHA2	0.385320466407568
MST1	0.385320466407568
FZD7	0.385119807425742
RRM2	0.383970921308239
ADI1	0.3837897926356
ZNF18	0.383628543833386
PSMD4	0.382831502269813
DAPK1	0.38272101373031
TTC26	0.382622075162534
GLOD4	0.382556415089447
CEBPZ	0.381959818677912
FAM81A	0.381908414889719
NIP7	0.38010440491781
LINC01133	0.379926467041307
USP7	0.3799249058068
VTI1B	0.379842521004273
TFEB	0.379244114878593
C2orf15	0.379197109094492
STK11IP	0.378456558954368
AC245297.2	0.377916410949178
HPS4	0.377888471242508
ZCCHC14	0.377364351667866
TBC1D10A	0.376808227323852
AKT1S1	0.376123026565255
MARK3	0.376114151473016
CDH23	0.374489041307752
WDR34	0.371652710302219
ZNF671	0.371475331320512
BBS7	0.371037297175899
ADAMTSL5	0.370513392122567
LINC02482	0.368816996148401
AP002748.3	0.366904231062316
RCL1	0.366340368010772
GALE	0.366100673036768
PHC2	0.366053770857934
MLXIPL	0.365149248766682
AC096992.2	0.364976303719885
HTR3A	0.364680734625236
C1QTNF3	0.363223709293249
SLC22A23	0.362076913869975
DUSP14	0.362044066930826
IFRD2	0.361192721879848
DDX49	0.36113772913108
HSPE1	0.360892380507645
CENPW	0.360573267902955
REPS1	0.360527913680525
AC027644.3	0.360259464097128
ATG13	0.359921910384642
SLC39A8	0.358925937149038
AC008440.1	0.358788924480666
SMPD3	0.358084223824579
TRIM37	0.35797461633231
TRIM32	0.357320330644013
STEAP1B	0.357193433967807
OLFML2B	0.357122635006044
CEP89	0.355596400034087
TRAIP	0.353117971973689
AC010761.1	0.352860439235303
AC010618.3	0.352796010710288
MSMO1	0.352599230664432
TMEM116	0.351978655773518
ABCA6	0.351784344935156
CPNE1	0.351066759610945
GAMT	0.349471800418811
ACTL6A	0.349232968126225
LINC01146	0.34824463514624
PDCL3	0.347710378438318
AC022239.1	0.347615837184851
SGCE	0.345880234083212
LINC02285	0.345784627964546
IDH3B	0.34492288767462
PANO1	0.343046357474965
NCK2	0.342932198814356
SLC8A1-AS1	0.342466301465391
TFPI	0.342466301465391
MAMDC4	0.341137595243146
C3orf38	0.339884065584723
AC124016.2	0.339881283623884
DOLPP1	0.33794880936211
GLIS3	0.337155076995277
GOSR1	0.336557629554419
TRIO	0.336051376599047
BHMT2	0.335828761460265
TCTA	0.335189042092432
MORN3	0.33170945261441
CPVL	0.330395483573079
SLC2A11	0.329844995236758
ZNF205	0.329310553496255
LINC01816	0.329205984302651
C15orf41	0.328426295416857
ANKRA2	0.327978110329938
AC079174.2	0.327903658421197
AL133551.1	0.327883169110205
MTFR2	0.326560927412373
SLC40A1	0.326024207207432
ZSCAN26	0.325593880357743
NRGN	0.325309966119225
SWSAP1	0.325212836265409
BAD	0.323772910561994
ABCB9	0.323276324934747
ZDBF2	0.322216663136143
DDX10	0.321829917940748
CEP41	0.321490347748157
GNB1L	0.321201861070722
KIAA0513	0.319781245613036
NAT9	0.319740311788289
ST3GAL2	0.319091560345185
BACE1	0.31871966661854
CLTCL1	0.318639363964375
ARPC5L	0.318526041386657
RAB38	0.317482103327785
LINC02562	0.317321058562851
SDS	0.316978265495511
RCN2	0.316342505625462
THAP3	0.315958617896952
FUT11	0.315125728311786
C12orf29	0.314971935502249
UCP3	0.314941335488064
ZKSCAN2	0.314719863318316
CCDC189	0.313685521034863
GBA2	0.312764428581163
DDX20	0.312200269223608
TOR1AIP1	0.311783301653648
DSP	0.310737745487592
TARS	0.310547112890491
PSMC5	0.306123489607456
FNTA	0.305313694763779
HMG20B	0.304607967152711
CASP8	0.304376380332962
COLCA1	0.302855480891349
TRMT5	0.302830704886659
RRP1	0.302341600194659
PIAS3	0.301150192352057
AP003068.2	0.300852593536622
CNOT10	0.300592302572162
CRADD	0.298922093420458
AC006252.1	0.29761110223348
ZFP69	0.297374240655584
COP1	0.297061595812219
AC022075.1	0.295246539466203
TAF1A	0.294189420319146
IRGM	0.293586387392381
AC007336.1	0.29352424243896
AP002761.2	0.292374896226804
RBM24	0.292374896226804
AC008040.5	0.292035171506827
AC145285.2	0.291067101912651
GRIK4	0.291067101912651
PTGS1	0.290537549824124
NFYC	0.290365434055897
METTL22	0.289960698501517
ZNF93	0.289860488873071
ZP1	0.289759805228914
AC136475.9	0.28952015487795
TRNP1	0.288453003564521
FDFT1	0.288224092992902
CLNS1A	0.287792497423243
COG8	0.28774702805879
BBC3	0.286884411921492
PYM1	0.286793161385785
Z83851.1	0.285840874881166
SYS1	0.285738468047158
NOP58	0.285236078747019
TMEM256	0.285013032220719
TTC39A-AS1	0.283230695100173
RAP1GDS1	0.282238291683873
SDC3	0.282033121626302
AC107884.1	0.281926329587061
PPTC7	0.281532814518078
TARS2	0.280209949370912
ATPAF2	0.280139313916241
UXS1	0.280134043852509
DNAH14	0.279116812656224
ATP1A3	0.277946164913889
MKNK1	0.275486741016462
UBE2E3	0.275452690033036
AC083949.1	0.275411643032321
RIOX2	0.274396510815207
EFCAB12	0.274110116035147
AC048382.6	0.272223084029601
C2orf40	0.2719160504575
SERGEF	0.271562011697009
OAS2	0.270977318012476
LRRC34	0.26981772549422
SLC25A19	0.268210597001047
TRAPPC3	0.268049218258411
ELOVL4	0.267360038825698
CISD1	0.267211340025399
FCMR	0.265533760659578
KYAT1	0.264208686859387
TCAIM	0.263972997122858
SLC22A18	0.263317224851561
ARSG	0.263295722087129
DOCK6	0.262266752353453
AL096865.1	0.262265145504762
MIEF1	0.260890192518765
HYLS1	0.260717428395558
SRPK2	0.260701350787026
LRRC28	0.259080297323526
MPG	0.258892576780508
AC109347.1	0.25852727731631
H1FX-AS1	0.257336591079772
AC138028.1	0.256638722219535
ERICH6-AS1	0.256304342721625
HACD3	0.254569969758883
KLHDC7B	0.254478378598002
CD101	0.254222947071364
CLDN23	0.253310862860669
ZNF195	0.253234096291684
LRP12	0.252916470228367
TMEM251	0.252760452925495
ZNF692	0.251986351984129
CHRNA1	0.25182488113042
PTGR1	0.250759571882916
CHAF1A	0.250509419743814
EPB41L1	0.249466436659564
LINC00649	0.249360425091969
ZNF2	0.248585585031169
EED	0.248253916041997
ARHGAP29	0.248173718459313
L3HYPDH	0.247695593256597
CEP63	0.247266938206977
GTF2E2	0.245909300584768
GSN-AS1	0.245589523422081
SAP130	0.245587965387403
STEAP3	0.245059964284238
CSNK1A1	0.244051028259521
POLD3	0.243311449909927
LIMCH1	0.241716298010022
MANF	0.241653983199997
NEFH	0.240821802185073
EEF1AKMT2	0.240119666305611
THSD1	0.238970738270894
BFSP2	0.238771293981569
ANKRD12	0.236713643023574
SMARCE1	0.236457425504882
FOXRED2	0.235692699624216
C12orf57	0.235340474976107
PLB1	0.235080462200581
KIAA1522	0.232312983216631
VPS8	0.231264260468937
FAAP20	0.231189187890397
LPXN	0.230979088569009
SMYD5	0.23077318829581
FOCAD	0.230219885874359
ZNF222	0.229880185623616
