gene	cor	rank	what
GRIA1	0.0141067605555969	3015	observed
ASIC1	0.0141051112290612	3016	observed
TLR5	0.0141044294472839	3017	observed
KDM4E	0.0141042636733411	3018	observed
ABTB1	0.0141015065524601	3019	observed
DNAJC18	0.0140936393105712	3020	observed
CYFIP2	0.0140631230795807	3021	observed
NIFK	0.014061764338501	3022	observed
C17orf100	0.0140609967227291	3023	observed
ANKK1	0.0140589403144518	3024	observed
CXXC1	0.0140563534386921	3025	observed
OR6C65	0.0140557888830328	3026	observed
DYNC2H1	0.0140491325105864	3027	observed
THBS2	0.0140441938909459	3028	observed
TRIM5	0.0140418557279127	3029	observed
SDCBP2	0.0140414051097614	3030	observed
CPT1C	0.014038542247077	3031	observed
PDE9A	0.014028535235332	3032	observed
HIST1H2AE	0.0140275762350889	3033	observed
KIR2DL3	0.0140267211790766	3034	observed
OR11G2	0.0140218552330197	3035	observed
CTRB2	0.0140179879572711	3036	observed
PIP5K1C	0.0140153196398725	3037	observed
PLEKHB1	0.0139923548333513	3038	observed
DEFB131	0.0139903855957555	3039	observed
ERG	0.0139869543864932	3040	observed
ZNF701	0.0139840516677742	3041	observed
SAMD4B	0.0139836008719352	3042	observed
LSM12	0.013981382449919	3043	observed
C2CD2L	0.0139796433573788	3044	observed
GJC3	0.0139664572143778	3045	observed
INTS2	0.0139650386997779	3046	observed
PCDHA9	0.0139565967397323	3047	observed
ZNF540	0.0139544253415288	3048	observed
ABCA12	0.013953596212634	3049	observed
KRTAP5-9	0.0139457306305839	3050	observed
HMGN5	0.0139438087818623	3051	observed
HABP4	0.0139376965704175	3052	observed
CLNS1A	0.0139356290055686	3053	observed
OR5L1	0.0139295989602167	3054	observed
ADCY2	0.0139286055125178	3055	observed
ZNF705A	0.0139226035730656	3056	observed
DOCK7	0.0139195316810557	3057	observed
TLCD2	0.0139172524161408	3058	observed
AC018630.1	0.0139171162387134	3059	observed
KRT15	0.0139159111759963	3060	observed
CIC	0.0139158402464827	3061	observed
FITM1	0.0139137154888917	3062	observed
SLC4A5	0.0139070857641879	3063	observed
ELF5	0.0139062800001389	3064	observed
CFHR5	0.0139022163542839	3065	observed
CDC42SE2	0.0138986745258334	3066	observed
COX7A1	0.0138921854904832	3067	observed
AC104809.3	0.0138895033293533	3068	observed
PPP1R8	0.0138766964215761	3069	observed
AC025262.1	0.0138756134140144	3070	observed
MPND	0.0138731798114129	3071	observed
ING4	0.0138700263962038	3072	observed
SLC25A33	0.0138695241582674	3073	observed
OR4D10	0.0138645284043724	3074	observed
SRP68	0.0138643434385626	3075	observed
FAM110B	0.0138536627296806	3076	observed
AC005358.1	0.0138534133741892	3077	observed
KRTAP19-4	0.0138525147276905	3078	observed
LSMEM2	0.0138521509348705	3079	observed
KRTAP1-1	0.0138511142089743	3080	observed
NBL1	0.0138496244554423	3081	observed
GRB2	0.0138484776090292	3082	observed
RPS6KA5	0.0138460975507555	3083	observed
H2BFM	0.0138364894537801	3084	observed
EGFL8	0.013830594093818	3085	observed
PROKR1	0.0138263624087783	3086	observed
SLCO1B7	0.0138262822786993	3087	observed
PDXP	0.0138246197304803	3088	observed
GSG1	0.0138197457849092	3089	observed
ANKRD30B	0.0138188040583977	3090	observed
VSTM5	0.0138142177178073	3091	observed
RP11-219A15.1	0.0138105158151585	3092	observed
GNG12	0.0138092342911666	3093	observed
TFPI	0.0138000707448883	3094	observed
CABIN1	0.0137965984400966	3095	observed
SPINK9	0.0137935155052754	3096	observed
STX19	0.0137859362279479	3097	observed
MAPRE3	0.0137808417535084	3098	observed
SLCO1B3	0.0137800092081183	3099	observed
SPA17	0.0137779731201663	3100	observed
SLC25A19	0.013776239627273	3101	observed
PSMA1	0.0137757481032571	3102	observed
OR4C5	0.0137744845991826	3103	observed
MAPKAPK5	0.0137723052071092	3104	observed
GDF11	0.0137678650441325	3105	observed
SHC3	0.0137670421490179	3106	observed
MYH9	0.0137621113775202	3107	observed
ALS2CL	0.013761161245306	3108	observed
FMN2	0.0137607828736335	3109	observed
SPINK14	0.013760746685053	3110	observed
SERPINB12	0.0137587503424347	3111	observed
CSN2	0.0137558749614336	3112	observed
ZNF829	0.0137558681456711	3113	observed
AL592284.1	0.0137546038399276	3114	observed
KCNH5	0.0137494434423923	3115	observed
GPR89A	0.0137492503604533	3116	observed
GFAP	0.0137401870344648	3117	observed
KLHL4	0.0137356279881349	3118	observed
SORBS3	0.0137209614519906	3119	observed
BBOX1	0.0137204855973343	3120	observed
P4HTM	0.0137134451077101	3121	observed
TMEM121	0.0137046192070099	3122	observed
C17orf104	0.0137025827334604	3123	observed
IL34	0.0137006079965341	3124	observed
DOC2B	0.0136935117881683	3125	observed
FGF21	0.0136932628523782	3126	observed
C7	0.0136889434688472	3127	observed
AL033381.1	0.0136741026142281	3128	observed
CIR1	0.0136713263388341	3129	observed
ZNF716	0.0136712936999473	3130	observed
KCNMB4	0.0136697987851295	3131	observed
PARP11	0.0136662517862806	3132	observed
SLIT2	0.013663775521954	3133	observed
CYP26B1	0.0136634413029851	3134	observed
ZHX3	0.013663209390258	3135	observed
OR52E2	0.0136525456658937	3136	observed
AL136531.1	0.0136508324980404	3137	observed
SFTA3	0.0136409220582881	3138	observed
TMPRSS11F	0.013635974376944	3139	observed
CDK20	0.0136324366801559	3140	observed
AC107021.1	0.0136247260298442	3141	observed
FBXO46	0.0136220170820486	3142	observed
STATH	0.0136199955618566	3143	observed
HTR7	0.0136198934213973	3144	observed
TTLL7	0.013619546252665	3145	observed
STRIP1	0.0136169659920557	3146	observed
BRSK2	0.0136133235834791	3147	observed
DBX1	0.0136053880466763	3148	observed
NARS	0.0136026459511576	3149	observed
RP11-295P9.3	0.013592186714688	3150	observed
SLCO1B1	0.0135914308629676	3151	observed
NPIPB11	0.0135809223533098	3152	observed
DEGS1	0.0135788799815622	3153	observed
SLC39A2	0.013577998983995	3154	observed
GCDH	0.0135767772498664	3155	observed
RAB11A	0.0135691275055279	3156	observed
PCYT1B	0.0135536658162705	3157	observed
OS9	0.0135531609542084	3158	observed
FDPS	0.0135516206678664	3159	observed
TATDN2	0.0135499120172797	3160	observed
NDC80	0.0135475280551523	3161	observed
AC114546.1	0.0135421296763805	3162	observed
REG1B	0.0135404076168379	3163	observed
EPS8	0.0135385207785473	3164	observed
APPBP2	0.0135368457351498	3165	observed
DNAH10	0.0135362455891892	3166	observed
PTPRZ1	0.0135305873564789	3167	observed
NKX3-1	0.013528936125615	3168	observed
LRAT	0.0135223398878697	3169	observed
CLDN3	0.0135159712080291	3170	observed
CD44	0.013515222359925	3171	observed
RFPL4A	0.0135149336359715	3172	observed
CTC-454I21.3	0.0134986715878916	3173	observed
VWC2	0.0134960142307362	3174	observed
C14orf23	0.0134935591401018	3175	observed
KRTAP5-3	0.0134914870990092	3176	observed
ALOX12B	0.013491143204967	3177	observed
RSF1	0.0134862743767817	3178	observed
RIMKLA	0.0134828849622272	3179	observed
MAPK10	0.0134820345799078	3180	observed
PTPRC	0.0134793970414433	3181	observed
TMEM238	0.0134750537549807	3182	observed
ZNF493	0.0134727950903562	3183	observed
YIF1B	0.0134726549123793	3184	observed
LST3	0.013461480647916	3185	observed
GGNBP2	0.0134603939852423	3186	observed
ZNF214	0.0134381901396644	3187	observed
GPAT2	0.0134365996136592	3188	observed
MTR	0.0134305490831304	3189	observed
LRRC3B	0.01342875438664	3190	observed
NDST2	0.0134261362242029	3191	observed
CAB39L	0.0134260056738602	3192	observed
LMO3	0.0134243058432325	3193	observed
ASNA1	0.0134183460106763	3194	observed
ZNF154	0.0134158648624353	3195	observed
AC061975.10	0.0134098195615392	3196	observed
LRRTM3	0.0134051863125844	3197	observed
TPRXL	0.0134018849451308	3198	observed
CALML3	0.0133973970168613	3199	observed
RAB9B	0.0133958863104098	3200	observed
TFAP2B	0.0133910270603363	3201	observed
WNT2	0.0133888136197665	3202	observed
DMXL2	0.0133847545956203	3203	observed
KIF13A	0.0133845216213224	3204	observed
ZNF616	0.0133844397765797	3205	observed
SCGB2A2	0.0133797957380165	3206	observed
LONP1	0.0133767077886052	3207	observed
LIN7A	0.0133753569440529	3208	observed
OLFM1	0.0133743806312594	3209	observed
TMED9	0.0133741007317255	3210	observed
CTD-2561J22.3	0.0133671689995634	3211	observed
AC005008.2	0.013366924419837	3212	observed
RBM34	0.0133654823683292	3213	observed
EPS8L2	0.0133653652383501	3214	observed
WASF3	0.0133640057633479	3215	observed
TSGA10	0.0133574056639167	3216	observed
IGF2BP3	0.0133455156895504	3217	observed
MCHR2	0.0133439840472476	3218	observed
PSPN	0.0133379291021054	3219	observed
TECTB	0.0133323773891584	3220	observed
HEPN1	0.0133305884745567	3221	observed
TPTE2	0.0133297202059783	3222	observed
C19orf80	0.0133247489340682	3223	observed
C1orf74	0.0133220411637386	3224	observed
FAM76A	0.0133171494234109	3225	observed
NEXN	0.0133147549262671	3226	observed
CLC	0.0133117302125432	3227	observed
TRIM15	0.0133065816322102	3228	observed
MAGEB16	0.0133056572616457	3229	observed
COL2A1	0.0133054506829134	3230	observed
CA11	0.0133045850423915	3231	observed
COA7	0.0133033036094962	3232	observed
MAD2L1	0.0133015515178638	3233	observed
EML5	0.0133002986145885	3234	observed
FAXDC2	0.0132976975188399	3235	observed
SYCE2	0.0132940926755221	3236	observed
MAB21L1	0.013284672653425	3237	observed
NLRP14	0.0132820589129765	3238	observed
KIF18B	0.0132819307344978	3239	observed
BDNF	0.0132816658590556	3240	observed
TRIM22	0.0132751764167263	3241	observed
RASAL3	0.0132743894976406	3242	observed
STAT5B	0.013267408334436	3243	observed
PHF10	0.0132656922972282	3244	observed
NFASC	0.0132648592732189	3245	observed
CTXN3	0.0132636616301213	3246	observed
ATP6AP2	0.0132530893177171	3247	observed
SLC25A28	0.0132500935965505	3248	observed
LALBA	0.0132455821967479	3249	observed
B3GNT6	0.0132445548341367	3250	observed
TAF4B	0.0132405650117063	3251	observed
AD000671.6	0.0132160009223058	3252	observed
BSCL2	0.0132157975193245	3253	observed
TAS2R31	0.0131815419764566	3254	observed
KRT84	0.0131807274919551	3255	observed
DLK2	0.0131798598446869	3256	observed
OOSP2	0.013177746473412	3257	observed
C9orf47	0.0131775402708472	3258	observed
APEX2	0.0131764994987152	3259	observed
OR5B17	0.0131750417349264	3260	observed
USP9Y	0.0131738645796868	3261	observed
NOXRED1	0.0131737202376417	3262	observed
C4orf40	0.0131735423161368	3263	observed
FBXO17	0.0131716483271245	3264	observed
RPS6KA6	0.0131678485706933	3265	observed
NMS	0.0131559252383399	3266	observed
MKS1	0.0131510785022398	3267	observed
RNF152	0.0131469734761931	3268	observed
ACKR3	0.0131463792521226	3269	observed
CARD8	0.0131446334421881	3270	observed
PSG5	0.0131431824140706	3271	observed
TNFRSF11B	0.0131417697312955	3272	observed
ATP5L	0.013138953515805	3273	observed
ZNF880	0.0131383701415392	3274	observed
SBP1	0.0131358828979703	3275	observed
HNRNPUL2	0.0131329758468534	3276	observed
BOLL	0.0131296229656313	3277	observed
MAP3K15	0.0131295644052724	3278	observed
PLA2G2E	0.0131287884247297	3279	observed
VAMP5	0.0131219238990782	3280	observed
CEA	0.013119910612017	3281	observed
SIM2	0.0131177146064153	3282	observed
PBLD	0.0131169724697633	3283	observed
RP13-279N23.2	0.0131159463879685	3284	observed
PIP5KL1	0.0131158959127309	3285	observed
AC022498.1	0.0131119716592675	3286	observed
GPR115	0.0131103127481924	3287	observed
SMURF1	0.0131060719676189	3288	observed
RPL23A	0.013098027848837	3289	observed
TRPM4	0.0130978533928407	3290	observed
SEC62	0.0130943694158529	3291	observed
TMEM107	0.0130919663767716	3292	observed
OR5R1	0.0130912593715916	3293	observed
ZNF500	0.0130876988796023	3294	observed
STEAP4	0.0130838566304065	3295	observed
ALDOB	0.0130809665343715	3296	observed
ABCD3	0.013076819071787	3297	observed
ZNF69	0.0130757203707749	3298	observed
KRTAP2-2	0.0130673042591861	3299	observed
CLDN11	0.0130648467324259	3300	observed
ZIC1	0.013064267042063	3301	observed
SCGN	0.0130639701817862	3302	observed
HS3ST3A1	0.0130632735861846	3303	observed
OR2B11	0.0130593400310084	3304	observed
EIF4G2	0.0130501889626215	3305	observed
OR4B1	0.0130482273201827	3306	observed
TMPRSS3	0.0130419348966157	3307	observed
AC135178.1	0.0130405623843717	3308	observed
MTBP	0.013033732155164	3309	observed
PSG3	0.0130291107419	3310	observed
C19orf12	0.0130285661529704	3311	observed
MID1IP1	0.0130213361989786	3312	observed
HIST2H2AA3	0.0130167031778915	3313	observed
ATP12A	0.0130141179471297	3314	observed
AGMO	0.0130114668003931	3315	observed
NUF2	0.0130076886873173	3316	observed
GNAT2	0.0130033035880204	3317	observed
MAGEB18	0.0130018867596106	3318	observed
KIAA1279	0.0130000965590392	3319	observed
RORB	0.0129992948100972	3320	observed
KRT32	0.0129990337574435	3321	observed
GALNT18	0.0129989201001994	3322	observed
PAMR1	0.0129963565866761	3323	observed
ZC3H4	0.0129943663882422	3324	observed
FAM114A1	0.0129887832301881	3325	observed
LINC01098	0.0129873078188716	3326	observed
FAM64A	0.0129846176927265	3327	observed
AC119673.1	0.0129842226290301	3328	observed
GSTA5	0.0129811536732283	3329	observed
ADAM23	0.012980793223367	3330	observed
CUTA	0.0129648473524962	3331	observed
VNN3	0.0129586418024343	3332	observed
PANX3	0.0129495605718773	3333	observed
RP11-318A15.7	0.0129415567315031	3334	observed
C9orf72	0.012937795524393	3335	observed
COA5	0.012936068313864	3336	observed
DAXX	0.01292566216258	3337	observed
USP6NL	0.0129220725891527	3338	observed
SHBG	0.0129201986049117	3339	observed
PRKCG	0.0129120148793229	3340	observed
S100B	0.0129066418164277	3341	observed
ARHGAP11B	0.0129053985422319	3342	observed
NSMCE1	0.0129043769059102	3343	observed
GRIN2A	0.0129038368070289	3344	observed
PDCD2L	0.0129036889148565	3345	observed
CT45A6	0.0128972345233666	3346	observed
GSTM3	0.0128931545611861	3347	observed
STON1	0.0128884479180683	3348	observed
CARKD	0.0128875466422452	3349	observed
GBF1	0.0128745499146019	3350	observed
DAOA	0.0128706146749565	3351	observed
LURAP1L	0.0128636848066904	3352	observed
ANKRD1	0.0128479254585029	3353	observed
PRKAA2	0.0128461236711289	3354	observed
GJD4	0.0128450702156117	3355	observed
DRD2	0.0128406274533994	3356	observed
MYH2	0.0128365827517627	3357	observed
P2RX2	0.0128315300219737	3358	observed
GABRG3	0.0128311562583229	3359	observed
MYL1	0.0128295190838087	3360	observed
SLC10A6	0.0128233769867316	3361	observed
DDX26B	0.0128229516919053	3362	observed
CCDC159	0.0128224188991889	3363	observed
MTNR1A	0.0128032224437686	3364	observed
PLK2	0.0128012752891414	3365	observed
SLC22A1	0.0128006729151152	3366	observed
C10ORF68	0.0128000408015461	3367	observed
LIN28B	0.0127967557529362	3368	observed
CFP	0.0127914832600152	3369	observed
MYRFL	0.0127914253075593	3370	observed
C1orf162	0.0127903571746833	3371	observed
RAB34	0.0127890780096796	3372	observed
FAM153A	0.0127758436282423	3373	observed
POSTN	0.012773297526677	3374	observed
CCK	0.0127709361057299	3375	observed
PCDHAC1	0.0127678189951911	3376	observed
LYG1	0.0127628748842284	3377	observed
KCNJ10	0.012752335650026	3378	observed
AP001024.2	0.0127459344255598	3379	observed
C9orf84	0.0127452689641955	3380	observed
PDE12	0.0127439914179209	3381	observed
C6orf195	0.0127415642535511	3382	observed
AQP7	0.0127390105768205	3383	observed
ZNF177	0.012734061463516	3384	observed
AC007952.5	0.0127300454093667	3385	observed
MYH14	0.0127293856032368	3386	observed
SYNPR	0.0127236080826747	3387	observed
CTD-3148I10.9	0.0127191658082757	3388	observed
KLHL42	0.0127149737686093	3389	observed
CD163L1	0.0127118394907528	3390	observed
CATSPERD	0.0126994774068088	3391	observed
KLK12	0.0126990930401622	3392	observed
ZNF559	0.0126945503176457	3393	observed
OPRK1	0.0126940901374247	3394	observed
ZNF559-ZNF177	0.0126923162547799	3395	observed
ZSCAN4	0.0126888643774023	3396	observed
PDE6B	0.0126750244453252	3397	observed
VWA5A	0.0126681770316556	3398	observed
DDX49	0.0126677817407308	3399	observed
GABRB1	0.0126607013889818	3400	observed
FAM101B	0.0126534335748664	3401	observed
SLC25A41	0.012644628229343	3402	observed
RBMS2	0.0126433870445558	3403	observed
ZFYVE19	0.0126398800076309	3404	observed
ZC2HC1A	0.0126387570546097	3405	observed
VDR	0.0126385169832886	3406	observed
OR6C75	0.0126342026809198	3407	observed
RCE1	0.0126271375377557	3408	observed
KDM7A	0.0126256527223501	3409	observed
KRTAP21-2	0.012624306892477	3410	observed
WNK3	0.0126191374536872	3411	observed
SLC6A15	0.0126181849291813	3412	observed
ALDH16A1	0.0126134602739786	3413	observed
TMEM177	0.0126090906682487	3414	observed
CCDC144A	0.0126084590883251	3415	observed
TFPT	0.0126079872467524	3416	observed
PFN3	0.0126017635537004	3417	observed
CTD-2021H9.3	0.0126011018841119	3418	observed
THNSL1	0.0125989722174235	3419	observed
TAB3	0.0125948965292528	3420	observed
ARHGAP36	0.0125904610903399	3421	observed
RP11-287D1.3	0.0125904294759988	3422	observed
C21orf128	0.0125903122955382	3423	observed
NDUFA9	0.0125855143945218	3424	observed
TMEM155	0.0125709493413771	3425	observed
FBP2	0.0125688024574659	3426	observed
B3GALT1	0.012562621193503	3427	observed
DPH5	0.012556951116295	3428	observed
GPR160	0.0125564932782981	3429	observed
TCHHL1	0.0125428214919404	3430	observed
LRRC45	0.0125401359433592	3431	observed
SGCD	0.0125390191301545	3432	observed
PPARGC1A	0.0125371851002709	3433	observed
OR51E2	0.0125339954199579	3434	observed
NR1I3	0.012532636931536	3435	observed
TCEA1	0.0125319632278826	3436	observed
TMEM232	0.012530594883155	3437	observed
KIAA1257	0.0125303512087306	3438	observed
ATOH7	0.0125286124227904	3439	observed
IQCB1	0.0125260635814819	3440	observed
S1PR3	0.0125254274898142	3441	observed
PRODH	0.0125218546749874	3442	observed
RP11-574K11.31	0.0125099083189215	3443	observed
HCRTR2	0.0125056514244723	3444	observed
KRTAP1-4	0.0125007056014985	3445	observed
PPP4R1L	0.0124903069857582	3446	observed
RHOF	0.0124871429809042	3447	observed
B3GNT9	0.0124861056590262	3448	observed
IL8	0.0124833820186101	3449	observed
SEC14L2	0.0124764085949853	3450	observed
DYNAP	0.012466049415587	3451	observed
PTPRS	0.0124660291136868	3452	observed
INF2	0.0124612042211841	3453	observed
UQCR10	0.0124605022594131	3454	observed
SMCR8	0.012458003261107	3455	observed
PAGE3	0.0124569288440747	3456	observed
VEPH1	0.0124564588686574	3457	observed
DCTN3	0.0124555607898096	3458	observed
HTR4	0.0124518567961051	3459	observed
ATXN7L3	0.0124495529225624	3460	observed
GOLGA8Q	0.0124465848694267	3461	observed
ASB17	0.012446313787645	3462	observed
TTF1	0.0124418478350234	3463	observed
AC226150.4	0.0124327809669647	3464	observed
ALDH6A1	0.0124308026250181	3465	observed
MROH9	0.0124199533565772	3466	observed
UBE2C	0.0124178131517344	3467	observed
TM4SF1	0.0124161141701029	3468	observed
C16orf47	0.0124143130330608	3469	observed
BRICD5	0.0124140081250046	3470	observed
STIM1	0.0124128707589235	3471	observed
AAMP	0.0124043968059517	3472	observed
KIF1A	0.0124042587985243	3473	observed
CLPX	0.0123942662361848	3474	observed
CACTIN	0.0123941538677524	3475	observed
TRIM48	0.0123939865408224	3476	observed
VCAN	0.0123879962802501	3477	observed
MC5R	0.0123863686396905	3478	observed
GAGE1	0.0123832347996081	3479	observed
TPSAB1	0.0123813595224526	3480	observed
CCDC67	0.012380522649665	3481	observed
C17orf80	0.0123736591343864	3482	observed
DCAF15	0.0123697179494585	3483	observed
TBC1D26	0.0123653497069515	3484	observed
RAB33A	0.0123639914913486	3485	observed
AGR2	0.0123559237719555	3486	observed
CNGA1	0.0123550666916919	3487	observed
PHYHIPL	0.0123451687778243	3488	observed
MT3	0.0123416934481422	3489	observed
HSF5	0.0123334805792459	3490	observed
CHRDL2	0.0123315969483849	3491	observed
CLRN2	0.0123313828878421	3492	observed
KRTAP15-1	0.0123309798083508	3493	observed
AC102948.2	0.01232825090613	3494	observed
ZFP90	0.0123216858351709	3495	observed
CCDC148	0.0123211702371068	3496	observed
UBE4B	0.0123181405585759	3497	observed
AC021218.2	0.0123145031088547	3498	observed
C12orf65	0.0123008367816095	3499	observed
B4GALNT4	0.0123005584822762	3500	observed
AC011294.3	0.0123003245380184	3501	observed
SHISA3	0.0122902317542831	3502	observed
COL6A6	0.0122896990587334	3503	observed
PCDHA8	0.0122895176673279	3504	observed
FGF19	0.0122846457246761	3505	observed
NUCKS1	0.0122771526080161	3506	observed
GOT1L1	0.0122623523775437	3507	observed
ZNF446	0.0122551581880791	3508	observed
CRISP1	0.0122511726412504	3509	observed
RP11-159D12.5	0.0122491461936494	3510	observed
UBE2G1	0.0122491089912433	3511	observed
CTD-2370N5.3	0.0122461802687837	3512	observed
TRAPPC6A	0.0122432091456124	3513	observed
SF3B14	0.0122381361337737	3514	observed
ALOX15B	0.0122305673005309	3515	observed
PCDHA7	0.0122270847794935	3516	observed
SREK1	0.0122258926917537	3517	observed
ZNF443	0.0122256475350369	3518	observed
C1orf198	0.0122186160320364	3519	observed
PGM5	0.0122167450518652	3520	observed
TAF15	0.0122104678842592	3521	observed
TXNDC16	0.0122079625237014	3522	observed
NAIF1	0.0122018885605953	3523	observed
SNCAIP	0.0122012567901778	3524	observed
FLJ00388	0.0121949832356079	3525	observed
TMEM139	0.0121886796949552	3526	observed
ENTHD1	0.0121851313791174	3527	observed
CENPI	0.0121766494527709	3528	observed
C2ORF15	0.0121743510040732	3529	observed
SIPA1L3	0.0121678966284019	3530	observed
OR1D2	0.0121609912756395	3531	observed
ARHGAP33	0.0121596523620746	3532	observed
AC104057.1	0.0121556665173538	3533	observed
KMT2C	0.0121538982492475	3534	observed
F5	0.0121446500472715	3535	observed
PDZK1IP1	0.0121377772821663	3536	observed
RLN1	0.0121374236754891	3537	observed
BPIFB3	0.0121358931941142	3538	observed
AC022210.1	0.0121323814502503	3539	observed
FMO3	0.0121288916096137	3540	observed
PHYHIP	0.0121278170060935	3541	observed
H3F3B	0.0121166428301812	3542	observed
ADRA1A	0.0121153056325473	3543	observed
AC008394.1	0.0121116897636207	3544	observed
CRLS1	0.0121072913594608	3545	observed
TMEM50B	0.0121036519215246	3546	observed
GPBP1L1	0.0120990175013111	3547	observed
MAGT1	0.0120972765545762	3548	observed
PMEL	0.0120942368200871	3549	observed
TMEM205	0.0120934160165646	3550	observed
PRB1	0.0120922036287244	3551	observed
GABRE	0.0120915624476414	3552	observed
SEPT6	0.0120911842524987	3553	observed
GOLT1A	0.0120788690798082	3554	observed
LRRC55	0.0120770362295817	3555	observed
MYOM2	0.0120721771894263	3556	observed
NXN	0.012071293849772	3557	observed
TACSTD2	0.0120711893338376	3558	observed
TBX15	0.0120703763897541	3559	observed
GPR110	0.0120702071255822	3560	observed
COCH	0.0120692202388901	3561	observed
ATP6V1G2	0.0120682050994168	3562	observed
STRA13	0.0120635065136558	3563	observed
RBL1	0.0120611274916834	3564	observed
WEE2	0.0120501270216122	3565	observed
GPR149	0.0120335791401423	3566	observed
LAMC1	0.0120298561199052	3567	observed
PRM3	0.0120281818647734	3568	observed
SLC46A1	0.0120273242667304	3569	observed
OR5M11	0.0120225250569727	3570	observed
ZNF80	0.0120173091961382	3571	observed
GYPB	0.0120088258110216	3572	observed
SUCO	0.0120079420091364	3573	observed
MPPED1	0.012006606717997	3574	observed
TFAM	0.0120041879840792	3575	observed
PRELID2	0.0119918578214629	3576	observed
HPX	0.0119899055796745	3577	observed
IRX4	0.0119879868530838	3578	observed
FUT6	0.0119866179395022	3579	observed
ESD	0.0119822968696311	3580	observed
AC129492.6	0.0119796700058745	3581	observed
YY1	0.0119767596598173	3582	observed
ZNF800	0.0119733674917507	3583	observed
NACA	0.0119625965721075	3584	observed
UGT2B11	0.0119509234296167	3585	observed
TOM1L1	0.0119498668283915	3586	observed
TAS2R9	0.0119486503180636	3587	observed
ACOT8	0.0119485472791533	3588	observed
OR6C4	0.0119406205982005	3589	observed
RABL3	0.0119377571496445	3590	observed
SDCCAG8	0.0119371524355682	3591	observed
ZNF345	0.0119341650621389	3592	observed
ARMC12	0.0119271565268788	3593	observed
STOX2	0.0119242328906174	3594	observed
ZKSCAN1	0.0119224245983844	3595	observed
BHMT2	0.0119198449578165	3596	observed
GPR151	0.0119189673593965	3597	observed
ZNF625-ZNF20	0.0119163720651769	3598	observed
C6orf89	0.0119155270317537	3599	observed
ZNF812	0.0119079743914362	3600	observed
AC074091.13	0.0119046760672596	3601	observed
ZNF724P	0.0118996211356706	3602	observed
ZNF789	0.0118953900403055	3603	observed
C2	0.0118953824454039	3604	observed
MTRNR2L4	0.0118944587239025	3605	observed
KRTAP9-7	0.011891281610413	3606	observed
DHRS13	0.0118880047058866	3607	observed
GAGE10	0.011884398735347	3608	observed
SPATA31A6	0.0118840262301594	3609	observed
SYCE1	0.011876638583758	3610	observed
FAT4	0.0118759947757456	3611	observed
UGT1A6	0.0118726209331621	3612	observed
DENND5B	0.011870733890648	3613	observed
KIAA1432	0.0118678588959118	3614	observed
MAP2K6	0.0118673618676755	3615	observed
HIST1H4C	0.0118650449926288	3616	observed
FAM46D	0.0118636993503549	3617	observed
DPY19L2	0.0118619310136808	3618	observed
HSD17B14	0.0118500759292264	3619	observed
PRDX2	0.0118424016461661	3620	observed
AGPAT5	0.0118392293931668	3621	observed
CCDC82	0.0118384771991958	3622	observed
STC2	0.0118331006374352	3623	observed
MYL10	0.0118328285844833	3624	observed
HAPLN1	0.0118288402689515	3625	observed
MAGEF1	0.0118287767956887	3626	observed
MRPL4	0.0118278743080816	3627	observed
YAP1	0.0118274997326498	3628	observed
RP11-15E18.4	0.0118184306872548	3629	observed
SUN1	0.0118132491172241	3630	observed
WDR49	0.0118049695415151	3631	observed
TSPY2	0.0117994287368193	3632	observed
LHX8	0.0117944622727341	3633	observed
TMEM225	0.0117940875762585	3634	observed
VCX2	0.0117928729893171	3635	observed
TACC3	0.0117819743834316	3636	observed
RERGL	0.011781734160047	3637	observed
MRPS12	0.0117811974360669	3638	observed
MPC2	0.0117794680524853	3639	observed
NT5E	0.0117782207339404	3640	observed
IKZF3	0.0117738771933902	3641	observed
C8orf47	0.0117732109532112	3642	observed
NPR1	0.0117728873695748	3643	observed
ZNF683	0.011772377236571	3644	observed
MED31	0.0117721025738353	3645	observed
TNFSF9	0.0117632747761523	3646	observed
ACAP1	0.0117535105771584	3647	observed
KCND3	0.0117504974680345	3648	observed
CAPNS2	0.0117473066715652	3649	observed
NXF5	0.0117467169019848	3650	observed
AL160286.1	0.0117442512850697	3651	observed
NPVF	0.011742959489747	3652	observed
QPCTL	0.0117425051956759	3653	observed
SLC22A17	0.0117415171366179	3654	observed
SLC16A14	0.0117388096642984	3655	observed
RP6-24A23.6	0.0117368115736545	3656	observed
ATP1B4	0.0117365052995796	3657	observed
RAB3IP	0.011732567307615	3658	observed
GC	0.0117320726216143	3659	observed
ID4	0.0117286263237894	3660	observed
MAMDC2	0.0117059966491402	3661	observed
KRTAP13-2	0.01170349569507	3662	observed
SOX1	0.0117007354324365	3663	observed
LCE3E	0.0116918099019407	3664	observed
DBP	0.0116917680529551	3665	observed
ZNF317	0.0116889101649148	3666	observed
AC009365.3	0.0116826274526076	3667	observed
ZDHHC15	0.011681983977284	3668	observed
SLC19A3	0.0116745081874543	3669	observed
RXFP3	0.0116673216209894	3670	observed
ADAMTSL3	0.011664268851763	3671	observed
ACP5	0.0116607401878986	3672	observed
FANCD2OS	0.011659307102385	3673	observed
ZMAT1	0.0116563942179506	3674	observed
FAM189A2	0.0116554961911915	3675	observed
SPRYD4	0.0116508116780585	3676	observed
CNBD2	0.0116440075969687	3677	observed
