BARCODE	CXCL14	GPR85	C12orf54	LINC01641
GTEX-1269C-0003-SM-5S2PB	0.2149	0.02731	0	0
GTEX-1269C-0005-SM-5N9CJ	0.1568	0	0.1164	0
GTEX-1269C-0008-SM-5TDBY	3.588	1.991	0	0
GTEX-1269C-0126-SM-5EQ5L	1057	0.02856	0.3337	0
GTEX-1269C-0226-SM-5EGKS	194.1	0.1423	0.6047	0
GTEX-1269C-0626-SM-5FQSS	72.85	0.07045	0.04573	0
GTEX-1269C-0826-SM-5N9EM	1.574	0.02872	0.01198	0
GTEX-1269C-0926-SM-5FQSR	24.95	0.2393	0.4415	0
GTEX-1269C-1026-SM-5N9EY	28.97	0.04496	0.6668	0
GTEX-1269C-1826-SM-5N9E1	0.6614	0.009608	3.985	0
GTEX-1269C-2426-SM-5FQSN	783.7	0.3319	0.8583	0
GTEX-1269C-2526-SM-5EGJ3	2749	0.1154	0.2246	0
GTEX-1269C-2626-SM-5EQ5C	37.43	0.009438	0.193	0
GTEX-1269C-2726-SM-5EGJ4	613.7	0.6538	0.6366	0
GTEX-1269C-2826-SM-5EQ5O	78.1	0.1252	0.7314	0
GTEX-1269C-3126-SM-5EGI6	3.474	4.41	0.2939	0
GTEX-1269C-3226-SM-5EGKT	1482	0.9309	0.6162	0
GTEX-12BJ1-0003-SM-5SI6V	0.1206	0.08173	0.1194	0
GTEX-12BJ1-0006-SM-5SIB5	1.028	0.01901	0.1388	0
GTEX-12BJ1-0008-SM-5TDBZ	2.24	1.263	0.05591	0
GTEX-12BJ1-0226-SM-5LUA2	0.7742	0.2208	0.02804	0
GTEX-12BJ1-0326-SM-5FQUB	0.9317	0.5013	0.01797	0
GTEX-12BJ1-0426-SM-5FQSO	72	0.188	0.5491	0
GTEX-12BJ1-0526-SM-5FQUD	4.051	0.2624	0.752	0
GTEX-12BJ1-0726-SM-5EGGF	69.19	2.663	0.2778	0
GTEX-12BJ1-0826-SM-5EQ5P	89.94	0.4564	0.2	0
GTEX-12BJ1-0926-SM-5EQ62	425.2	0.1012	0.5173	0
GTEX-12BJ1-1026-SM-5EGJA	1.089	0.8304	0.3805	0
GTEX-12BJ1-1126-SM-5EGGG	6.153	0.04227	0.07408	0
GTEX-12BJ1-1226-SM-5LUAE	67.04	0.4426	1.187	0
GTEX-12BJ1-1326-SM-5BC5P	5.127	0.7186	11.73	0
GTEX-12BJ1-1426-SM-5BC5Q	14.16	0.5668	0.1707	0
GTEX-12BJ1-1526-SM-5LUAQ	22.34	0.1442	0.5766	0
GTEX-12BJ1-1626-SM-5HL8Y	60.22	0.08982	2.296	0
GTEX-12BJ1-1726-SM-5HL9B	14.31	0.1584	0.1234	0
GTEX-12BJ1-1826-SM-5HL9N	344.7	0.2289	0.5814	0
GTEX-12BJ1-1926-SM-5HL9Z	125.1	0.2289	0.1459	0
GTEX-12BJ1-2026-SM-5FQUH	8.787	0.165	2.513	0
GTEX-12BJ1-2126-SM-5BC5O	73.37	0.1185	0.09887	0
GTEX-12BJ1-2226-SM-5BC6G	158.8	0.09696	1.192	0
GTEX-12BJ1-2526-SM-5FQUE	31.68	0.02122	0.6199	0
GTEX-12BJ1-2626-SM-5FQUF	130.4	0.2473	1.742	0
GTEX-12BJ1-2726-SM-5HL9M	23.54	0.1646	0.6288	0
GTEX-12C56-0002-SM-5S2PC	0.09355	0.07134	0.06946	0
GTEX-12C56-0006-SM-5N9E9	0.2569	0	0.01907	0
GTEX-12C56-0008-SM-5TDC1	1.136	1.276	0.1298	0
GTEX-12C56-0226-SM-5N9FB	64.45	0.2592	0.8581	0
GTEX-12C56-0426-SM-5FQU1	6.09	0.04087	0.5074	0
GTEX-12C56-0526-SM-5FQST	32.09	0.2642	0.294	0
GTEX-12C56-0626-SM-5EGGC	158.9	0.07009	0.1462	0
GTEX-12C56-0826-SM-5EGJ5	73.85	0.1861	0.1553	0
GTEX-12C56-1126-SM-5FQTO	7.923	0.116	0.5852	0
GTEX-12C56-1226-SM-5FQSU	64.78	0.05829	3.065	0
GTEX-12C56-1326-SM-5FQSV	11.86	0.3447	0.7796	0
GTEX-12C56-1426-SM-5FQSW	2.397	4.052	107.2	0
GTEX-12C56-1526-SM-5FQUQ	622.5	0.1747	0.7653	0
GTEX-12C56-1626-SM-5FQUO	488.2	0.349	0.5573	0
GTEX-12C56-1726-SM-5EQ61	1270	0.1047	0.9172	0
GTEX-12C56-1826-SM-5EQ6D	238.3	0.3035	1.435	0
GTEX-12C56-1926-SM-5FQUG	103.6	0.008188	0.09567	0
GTEX-12C56-2026-SM-5FQSI	75.6	0.06808	0.2983	0
GTEX-12KS4-0005-SM-5SI94	1.828	0.034	0.03311	0
GTEX-12KS4-0008-SM-664MC	0.1836	1.103	0.04957	0
GTEX-12KS4-0126-SM-5Q5A5	770.7	0.1548	0.2906	0
GTEX-12KS4-0326-SM-5EQ41	3226	0.208	0.4051	0
GTEX-12KS4-0426-SM-5EQMC	1025	0.4195	0.7594	0
GTEX-12KS4-0626-SM-5PNY4	125.1	0.3263	1.089	0
GTEX-12KS4-0726-SM-5FQSX	4.382	0.7036	0.7279	0
GTEX-12KS4-0826-SM-5BC5R	64.99	0.03372	0.3377	0
GTEX-12KS4-0926-SM-5BC5S	102	0.1067	2.138	0
GTEX-12KS4-1026-SM-5FQTD	21.86	0.3104	2.222	0
GTEX-12KS4-1126-SM-5FQUI	566.5	0.2953	1.772	0
GTEX-12KS4-1326-SM-5LUB3	40.5	0.1359	0.03053	0
GTEX-12KS4-1526-SM-5EQ6E	421.4	0.6289	0.206	0
GTEX-12KS4-2126-SM-5FQUT	888.1	0.1085	0.2773	0
GTEX-12KS4-2326-SM-5EGJB	25.47	0.1608	2.013	0
GTEX-12KS4-2426-SM-5LU8P	766.9	0.3445	0.4312	0
GTEX-12WSA-0008-SM-5TDC3	1.234	0.8629	0	0
GTEX-12WSA-0011-R10b-SM-5P9ET	37.82	3.743	0.4735	0
GTEX-12WSA-0011-R2a-SM-57WDK	6.285	3.036	0.733	0
GTEX-12WSA-0011-R4a-SM-57WB7	15.03	1.129	0.1649	0
GTEX-12WSA-0011-R5b-SM-5GU5I	60.14	2.136	0.4373	0
GTEX-12WSA-0011-R7b-SM-5GU5U	73.3	2.685	0.02597	0
GTEX-12WSA-0011-R8a-SM-5P9EX	26.43	4.745	1.049	0
GTEX-12WSA-0226-SM-5BC5V	431.7	0.08348	0.6002	0
GTEX-12WSA-0326-SM-5BC6I	95.76	0.2594	0.08916	0
GTEX-12WSA-0426-SM-5EQ5X	329.8	0.04618	0.1686	0
GTEX-12WSA-0726-SM-5FQU2	71.66	0.1025	0.5174	0
GTEX-12WSA-1026-SM-5EGHN	2.342	0.1887	0.6361	0
GTEX-12WSA-1126-SM-5EGKU	1.653	0.6673	0.05063	0
GTEX-12WSA-1426-SM-5EGJU	39.71	0.2238	8.223	0
GTEX-12WSA-1626-SM-5EGJV	12.47	0.7797	0.3605	0
GTEX-12WSA-2926-SM-5EQ4D	27.47	2.478	0.4848	0
GTEX-12WSC-0005-SM-5MR3H	0.9317	0	0.1729	0
GTEX-12WSC-0008-SM-664MK	0.7565	1.833	0.1322	0
GTEX-12WSC-0011-R10a-SM-5GU57	64.12	6.193	0.8243	0
GTEX-12WSC-0011-R11a-SM-5GU5J	1.134	8.425	0.8203	0
GTEX-12WSC-0011-R3a-SM-5P9F1	86.2	4.104	1.371	0
GTEX-12WSC-0011-R5b-SM-5CVNS	59.34	8.209	0.9068	0
GTEX-12WSC-0011-R6b-SM-5LU99	84.23	8.741	0.8464	0
GTEX-12WSC-0011-R7b-SM-5LU9L	64.22	10.54	0.881	0
GTEX-12WSC-0011-R9a-SM-5GU4U	5.332	7.409	0.9925	0
GTEX-12WSC-0126-SM-5EQ4P	2193	0.07254	1.165	0
GTEX-12WSC-0226-SM-5EQ52	1224	1.063	1.105	0
GTEX-12WSC-0326-SM-5EQ5E	23.03	0.03317	0.2261	0
GTEX-12WSC-0526-SM-5BC5X	105.4	0.05554	1.298	0
GTEX-12WSC-0826-SM-5EQ5Q	160	0.2169	1.728	0
GTEX-12WSC-0926-SM-5EQ63	7.441	0.078	1.054	0
GTEX-12WSC-1026-SM-5EQ5Y	2.099	0.9996	0.2508	0
GTEX-12WSC-1126-SM-5EQ4G	17.47	0.1312	0.2358	0
GTEX-12WSC-1726-SM-5GCN3	216.8	0.759	0.6079	0
GTEX-12WSC-2826-SM-5BC5Y	1530	0.124	0.7699	0
GTEX-12WSC-2926-SM-5BC5Z	1.215	7.746	1.122	0
GTEX-12WSC-3026-SM-5GCNF	127.9	5.73	1.354	0
GTEX-12WSC-3126-SM-5GCNB	1712	1.864	1.637	0
GTEX-12WSD-0005-SM-5N9FZ	0.1596	0.05408	0	0
GTEX-12WSD-0008-SM-664ME	0.4502	1.246	0	0
GTEX-12WSD-0011-R11a-SM-9OSVC	5.469	5.598	0.4587	0
GTEX-12WSD-0011-R1b-SM-5LZVY	115.7	6.526	0.3028	0
GTEX-12WSD-0011-R2a-SM-5LZWB	10.02	3.263	0.5056	0
GTEX-12WSD-0011-R3b-SM-5LZWN	96.96	3.44	0.3555	0
GTEX-12WSD-0011-R4b-SM-5LZUA	155.2	3.152	0.4316	0
GTEX-12WSD-0011-R5b-SM-5CVNG	63.56	6.451	0.4946	0
GTEX-12WSD-0011-R6b-SM-5P9JU	18.4	4.589	0.4919	0
GTEX-12WSD-0011-R7b-SM-5PNWE	43.65	7.468	0.2646	0
GTEX-12WSD-0011-R9a-SM-5GU6W	5.302	8.672	0.3671	0
GTEX-12WSD-0126-SM-59HKN	2304	0.1171	0.1711	0
GTEX-12WSD-0226-SM-59HKO	1490	0.4057	0.3537	0
GTEX-12WSD-0326-SM-59HKP	1413	0.3461	1.648	0
GTEX-12WSD-0526-SM-5EQ6F	24.46	0.01064	0.06214	0
GTEX-12WSD-0626-SM-5GCMW	1435	0.07569	0.4824	0
GTEX-12WSD-0826-SM-5GCNE	38.61	1.049	0.4713	0
GTEX-12WSD-0926-SM-5GCNL	86.14	0.2448	0.2043	0
GTEX-12WSD-1026-SM-5EQ42	4.571	0.2501	0.5185	0
GTEX-12WSD-1126-SM-5EGJD	3.224	0.2224	0.04559	0
GTEX-12WSD-1226-SM-5HL9Q	3.057	0.7146	0.09939	0
GTEX-12WSD-1326-SM-5GCNU	59.37	0.566	0.6495	0
GTEX-12WSD-1426-SM-5GCN9	17.57	0.04303	0.1006	0
GTEX-12WSD-1626-SM-5GCNR	4.58	0.02646	0.2834	0
GTEX-12WSD-1726-SM-5GCN4	574	1.319	0.2447	0
GTEX-12WSD-1826-SM-5GCOA	127.4	0.1326	1.107	0
GTEX-12WSD-1926-SM-5GCOV	9.475	0.3568	0.4632	0
GTEX-12WSD-2026-SM-5HL7D	8.253	0.2098	0.6128	0
GTEX-12WSD-2126-SM-5LZWK	12.06	0.03797	0.4436	0
GTEX-12WSD-2326-SM-59HKQ	111	0.1278	0.05741	0
GTEX-12WSD-2626-SM-5EGJE	39.95	0.5132	0.5568	0
GTEX-12WSD-2726-SM-59HLR	6.11	0.01438	2.142	0
GTEX-12WSD-2826-SM-59HKT	15.09	0.2868	0.5446	0
GTEX-12WSD-2926-SM-5LZUH	43.23	0.1506	0.44	0
GTEX-12WSD-3026-SM-5LZU7	8.455	6.101	0.2569	0
GTEX-12WSD-3126-SM-5HL7P	175.4	7.524	0.6379	0
GTEX-12WSD-3226-SM-5HL9G	1.058	1.075	0.4832	0
GTEX-12WSE-0005-SM-5NQAE	0.2256	0.009556	0	0
GTEX-12WSE-0008-SM-5YY9P	0.2426	1.433	0.08313	0
GTEX-12WSE-0011-R10b-SM-5P9JV	92.17	5.649	1.072	0
GTEX-12WSE-0011-R11b-SM-5P9JW	1.502	7.967	0.6141	0
GTEX-12WSE-0011-R1b-SM-5GU4V	102.3	7.478	0.9312	0
GTEX-12WSE-0011-R6b-SM-5LZV5	231.6	2.415	0.3533	0
GTEX-12WSE-0011-R7a-SM-5PNWF	30.22	1.359	0.2762	0
GTEX-12WSE-0526-SM-793B2	1398	0.08936	0.3915	0
GTEX-12WSE-0826-SM-5S2VL	11.48	0.8213	0.7311	0
GTEX-12WSE-0926-SM-5S2VX	0.6523	0.6864	0.383	0
GTEX-12WSE-1126-SM-7DUEH	1204	0.6062	0.4336	0
GTEX-12WSE-1226-SM-73KUF	818.6	0.4194	0.6683	0
GTEX-12WSE-2926-SM-5RQJ9	2.534	7.84	0.6039	0
GTEX-12WSE-3126-SM-5YY9F	1153	4.34	1.515	0
GTEX-12WSF-0005-SM-5NQAQ	1.018	0.07018	0	0
GTEX-12WSF-0008-SM-5YY8S	1.414	1.53	0.02561	0
GTEX-12WSF-0011-R10a-SM-5LZVH	127.1	8.304	0.9448	0
GTEX-12WSF-0011-R11a-SM-5LZVT	5.744	7.449	0.506	0
GTEX-12WSF-0011-R1a-SM-5DUVI	38.92	3.873	0.6269	0
GTEX-12WSF-0011-R2a-SM-5DUVU	27.09	2.676	0.6907	0
GTEX-12WSF-0011-R3a-SM-5DUW7	46.16	3.867	1.003	0
GTEX-12WSF-0011-R4b-SM-5HL88	107.7	2.791	0.6163	0
GTEX-12WSF-0011-R5a-SM-5HL8K	69.78	7.177	0.4999	0
GTEX-12WSF-0011-R6b-SM-5HL8W	36.25	4.214	0.7773	0
GTEX-12WSF-0011-R7b-SM-5HL99	67.15	3.358	0.5653	0
GTEX-12WSF-0426-SM-7KUMT	749.3	0.3914	2.71	0
GTEX-12WSF-0926-SM-6PALU	132.4	0.01951	0.171	0
GTEX-12WSF-1526-SM-6PAN6	204.9	0.7487	0.377	0
GTEX-12WSF-1626-SM-7KUG5	1053	0.2938	0.9654	0
GTEX-12WSF-3026-SM-6LPIU	2.504	0.6732	0.3218	0
GTEX-12WSF-3126-SM-6M478	73.57	5.664	0.892	0
GTEX-12WSG-0005-SM-5NQA2	0.2764	0	0	0
GTEX-12WSG-0008-SM-5TDC4	10.19	1.607	0.06344	0
GTEX-12WSG-0226-SM-5EGIF	654.2	0.228	0.222	0
GTEX-12WSG-0426-SM-5FQSE	339.9	0.6346	0.3271	0
GTEX-12WSG-0526-SM-5FQTH	3.244	0.1903	0.02316	0
GTEX-12WSG-0626-SM-5FQTQ	13.39	0.02861	0.05571	0
GTEX-12WSG-0726-SM-5EGIG	5.884	0.2034	2.412	0
GTEX-12WSG-0826-SM-5EQ5A	329.7	0.09384	0.1827	0
GTEX-12WSG-0926-SM-5EGIH	115	1.585	0.5072	0
GTEX-12WSG-1026-SM-5EGII	1.532	0.01113	0.1733	0
GTEX-12WSG-1226-SM-5EQ4C	2.344	0.5246	0.05194	0
GTEX-12WSG-1426-SM-5FQUK	2.78	0.05829	5.874	0
GTEX-12WSG-2026-SM-5FQUU	16.56	0.1143	0	0
GTEX-12WSG-2126-SM-5EGJ7	1.36	0.2935	2.02	0
GTEX-12WSG-2426-SM-5EQLZ	2.568	0.3264	0.9874	0
GTEX-12WSG-2726-SM-5EQ5M	671.4	0.2309	3.399	0
GTEX-12WSG-2826-SM-E9J4H	2167	0.1085	0.5284	0
GTEX-12WSG-5004-SM-7EPG9	4.047	0.4998	0.02835	0
GTEX-12WSG-5007-SM-7DUGZ	99.75	0.1939	7.604	0
GTEX-12WSG-5016-SM-7SB84	192.3	0.009082	0.6632	0
GTEX-12WSH-0005-SM-5NQ9P	0.6245	0.05291	0	0
GTEX-12WSH-0008-SM-5S2V1	1.109	1.346	0.1554	0
GTEX-12WSH-0011-R10a-SM-5LZUS	136.2	5.645	0.683	0
GTEX-12WSH-0011-R11a-SM-5LZVM	4.087	7.331	0.3443	0
GTEX-12WSH-0011-R1a-SM-5GU5V	127.5	3.502	0.271	0
GTEX-12WSH-0011-R2a-SM-5GU68	20.37	1.735	0.4201	0
GTEX-12WSH-0011-R4a-SM-5GU6K	50.15	1.754	0.8995	0
GTEX-12WSH-0011-R5b-SM-5P9F3	31.68	1.596	0.3472	0
GTEX-12WSH-0011-R6b-SM-5P9F4	33.16	3.572	0.4115	0
GTEX-12WSH-0011-R9b-SM-5LZUG	2.322	1.636	0.7497	0
GTEX-12WSH-0126-SM-5GCO3	54.33	0.3858	0.1127	0
GTEX-12WSH-0226-SM-5GCOG	136	0.9115	1.985	0
GTEX-12WSH-0326-SM-5GCNH	4.372	5.625	260.1	0
GTEX-12WSH-1526-SM-5BC5W	1501	0.09214	0.3028	0
GTEX-12WSH-2526-SM-5CVNH	26.07	0.04266	0	0
GTEX-12WSH-2826-SM-5GCP5	112.2	0.1292	0.9904	0
GTEX-12WSH-2926-SM-5GCMR	211.6	4.613	1.104	0
GTEX-12WSH-3026-SM-5CVNI	115.9	4.307	0.4038	0
GTEX-12WSH-3126-SM-5LZW8	4.107	7.949	0	0
GTEX-12WSI-0005-SM-5O99K	0.2061	0.02095	0	0
GTEX-12WSI-0008-SM-664MD	0.3952	1.143	0.04891	0
GTEX-12WSI-0011-R11b-SM-5P9EZ	0.6634	7.162	0.8296	0
GTEX-12WSI-0011-R7b-SM-5GU78	60.95	5.582	0.7054	0
GTEX-12WSI-0226-SM-5GCNA	120	0.02958	0.1152	0
GTEX-12WSI-0426-SM-5EQ5J	1.668	0.2285	0.1054	0
GTEX-12WSI-0826-SM-5EGKD	14.4	0.2083	0.5124	0
GTEX-12WSI-1526-SM-5GCNM	537.7	0.4103	0.2504	0
GTEX-12WSI-2126-SM-5GCMV	4.124	3.813	143	0
GTEX-12WSJ-0002-SM-5TDBV	1.001	0.1923	0.03304	0
GTEX-12WSJ-0005-SM-5LU8S	0.4625	0.06916	0	0
GTEX-12WSJ-0008-SM-664ML	2.689	2.493	0.06005	0
GTEX-12WSJ-0126-SM-5GCOM	7.915	0.4124	0.8228	0
GTEX-12WSJ-0226-SM-5GCP7	5.313	1.018	0.8325	0
GTEX-12WSJ-0326-SM-5GCMT	4.346	0.3354	0.5378	0
GTEX-12WSJ-0526-SM-5GCOZ	112.1	1.975	0.3508	0
GTEX-12WSJ-0726-SM-5GCN6	2.747	0.2014	0	0
GTEX-12WSJ-0826-SM-5PNWV	2.808	0.1848	0.2751	0
GTEX-12WSJ-0926-SM-5P9JD	2.141	0.3185	0.3877	0
GTEX-12WSJ-1126-SM-5LZVJ	400.4	0.1744	0.4002	0
GTEX-12WSJ-1226-SM-5LU91	1.771	0.1162	0.7213	0
GTEX-12WSJ-1326-SM-5GCOB	39.31	0.3778	2.538	0
GTEX-12WSJ-1426-SM-5GCON	5.788	0.1962	1.851	0
GTEX-12WSJ-1526-SM-5GCNI	7.982	0.5244	1.641	0
GTEX-12WSJ-1726-SM-5LZVV	19.96	0.01967	0.3447	0
GTEX-12WSJ-1826-SM-5GCNY	322.9	0.1136	0.258	0
GTEX-12WSK-0006-SM-5NQA1	0.2156	0.008431	0.04925	0
GTEX-12WSK-0008-SM-5YY9R	0.5383	1.383	0.1184	0
GTEX-12WSK-0126-SM-5GCO7	13.61	0.7509	0.04929	0
GTEX-12WSK-0226-SM-5BC62	6.395	0.01767	0.1806	0
GTEX-12WSK-0326-SM-5GCOJ	0.9387	0.1801	0.9994	0
GTEX-12WSK-0426-SM-5GCNS	9.481	0.1205	0.8548	0
GTEX-12WSK-0526-SM-5CVNA	1.859	0.4482	0.0609	0
GTEX-12WSK-0626-SM-5LZUJ	0.7775	0.1044	0.06535	0
GTEX-12WSK-0726-SM-5LZUV	95.26	0.1236	0.1444	0
GTEX-12WSK-0826-SM-5CVNP	13.92	0.5852	1.506	0
GTEX-12WSK-0926-SM-5CVNQ	26.11	0.1291	0.8297	0
GTEX-12WSK-1026-SM-5CVNR	50.94	0.7894	0.1762	0
GTEX-12WSK-1126-SM-5LZV8	74.32	0.04656	2.584	0
GTEX-12WSK-1326-SM-5CVNM	14.54	0.1236	0.9029	0
GTEX-12WSK-1426-SM-5CVNN	7.597	0.06082	0.02961	0
GTEX-12WSK-1526-SM-5CVNO	77.98	0.1775	0.2456	0
GTEX-12WSK-1926-SM-5LZVK	5.003	0.0553	1.061	0
GTEX-12WSK-2026-SM-5CVNB	3.429	0.03582	0.5929	0
GTEX-12WSK-2126-SM-5CVNC	372.1	0.1724	0.2203	0
GTEX-12WSK-2226-SM-5GCO5	330.9	0.1961	0.158	0
GTEX-12WSK-2326-SM-5GCOH	363.5	0.08996	0.1433	0
GTEX-12WSK-2626-SM-5GCOT	122.6	0.1286	2.171	0
GTEX-12WSK-2726-SM-5CVND	17.58	0.1129	0.6598	0
GTEX-12WSL-0002-SM-664MF	0.1803	0.01528	0.04463	0
GTEX-12WSL-0005-SM-5NQAD	0.3233	0.02191	0	0
GTEX-12WSL-0008-SM-664MM	0.2451	1.246	0	0
GTEX-12WSL-0226-SM-5CVMJ	6.01	0.009608	0.1123	0
GTEX-12WSL-0326-SM-5CVMK	1.87	0.141	0.7324	0
GTEX-12WSL-0426-SM-5GCNX	1.93	0.01141	0.2	0
GTEX-12WSL-0626-SM-5GCOY	124.7	0.3381	0.5197	0
GTEX-12WSL-0926-SM-5N9EK	137.8	0.2593	0.4913	0
GTEX-12WSL-1026-SM-5CVNJ	60.15	0.2227	0.4451	0
GTEX-12WSL-1126-SM-5CVNK	45.21	0.2932	0.222	0
GTEX-12WSL-1226-SM-5DUXE	4.222	0.1097	0.1373	0
GTEX-12WSL-1326-SM-5LZVW	14.17	0.2282	0.1481	0
GTEX-12WSL-1526-SM-5GCP8	126.8	0.1436	5.628	0
GTEX-12WSL-1626-SM-5GCMU	8.45	0.3007	1.685	0
GTEX-12WSL-1826-SM-5LZW9	4.608	0.2617	1.201	0
GTEX-12WSL-2026-SM-5GCML	1392	0.1395	0.7209	0
GTEX-12WSL-2126-SM-5GCNG	204.5	0.3057	0.6251	0
GTEX-12WSL-2326-SM-5DUXQ	1.641	5.833	118.8	0
GTEX-12WSL-2426-SM-5GCN7	1015	0.6036	0.1695	0
GTEX-12WSL-2526-SM-5GCNJ	1971	0.2871	0.272	0
GTEX-12WSL-2626-SM-5GCNV	95.34	0.1468	0.4823	0
GTEX-12WSL-2726-SM-5CVNL	50.98	0.05447	0.4455	0
GTEX-12WSL-2826-SM-5LZWL	202.9	0.3965	1.702	0
GTEX-12WSM-0005-SM-5NQB3	0.432	0.008785	0	0
GTEX-12WSM-0008-SM-5S2VD	1.79	1.701	0.07281	0
GTEX-12WSM-0011-R10a-SM-5DUWV	174	4.944	1.096	0
GTEX-12WSM-0011-R11a-SM-5DUX8	6.871	7.835	0.9145	0
GTEX-12WSM-0011-R1a-SM-5LZW6	29.11	3.959	0.4448	0
GTEX-12WSM-0011-R3b-SM-5LZWI	132.7	3.42	0.8371	0
GTEX-12WSM-0011-R5a-SM-5EQ4Y	88.16	4.194	0.2923	0
GTEX-12WSM-0011-R6b-SM-5EQ6N	46.69	2.361	0.5009	0
GTEX-12WSM-0011-R7b-SM-5EGLD	72.77	2.354	0.3675	0
GTEX-12WSM-0011-R8a-SM-5DUWJ	21.04	2.984	0.5052	0
GTEX-12WSM-0226-SM-5LZV6	1406	0.3543	0.4912	0
GTEX-12WSM-0326-SM-5LZVI	43.05	0.008617	0.05034	0
GTEX-12WSM-0426-SM-5LZVU	242.8	0.2253	2.961	0
GTEX-12WSM-0526-SM-5GCO8	99.19	0.02927	0.3847	0
GTEX-12WSM-0626-SM-5GCOK	76.65	0.4195	0.2626	0
GTEX-12WSM-0726-SM-5GCOW	22.43	0.0209	0.0407	0
GTEX-12WSM-1326-SM-5GCP9	5.793	3.151	73.25	0
GTEX-12WSM-1426-SM-5GCPA	4.655	0.01813	2.569	0
GTEX-12WSM-1726-SM-5BC6J	687.7	0.3329	0.2288	0
GTEX-12WSM-1826-SM-5BC64	464.6	0.1633	0.2385	0
GTEX-12WSM-1926-SM-5BC65	1297	0.04686	0.5475	0
GTEX-12WSM-2126-SM-5GCOC	6.496	5.116	0.8454	0
GTEX-12WSM-2226-SM-5DUVS	2385	1.936	1.001	0
GTEX-12WSN-0001-SM-664MG	0.1243	0	0	0
GTEX-12WSN-0006-SM-5NQAP	0.3265	0.01186	0	0
GTEX-12WSN-0008-SM-664MI	0.4087	0.9598	0	0
GTEX-12WSN-0126-SM-5DUX5	21.62	2.013	0.06817	0
GTEX-12WSN-0226-SM-5DUXH	41.61	0.612	0	0
GTEX-12WSN-0326-SM-5GCP6	15.91	0.2823	0.2474	0
GTEX-12WSN-0726-SM-5GCMS	14.75	0.195	0.8325	0
GTEX-12WSN-0826-SM-5GCOF	2.893	0.06465	0.1889	0
GTEX-12WSN-0926-SM-5GCN1	0.7096	0.08627	0.756	0
GTEX-12WSN-1326-SM-5GCNT	106.3	0.1633	0.1734	0
GTEX-12WSN-1826-SM-5LZUT	33.66	0.3353	0.1351	0
GTEX-12WSN-2226-SM-5DUXT	90.68	0.04824	0.03522	0
GTEX-12WSN-2526-SM-5LZU8	24.06	0.02496	0.2431	0
GTEX-12WSN-2726-SM-5LZUK	83.62	0.05646	0.2886	0
GTEX-12WSN-5001-SM-7DHMK	0.6049	0.1416	0.02364	0
GTEX-12WSN-5004-SM-793CE	18.96	0.2881	0.1913	0
GTEX-12WSN-5007-SM-7MGWH	15.43	0.1284	1.125	0
GTEX-12WSN-5013-SM-7P8P9	355.6	0.1675	2.191	0
GTEX-12WSN-5016-SM-7DUGY	15	0.2403	0.1831	0
GTEX-12WSN-5019-SM-79OM6	2141	0.2662	0.3887	0
GTEX-12ZZW-0005-SM-5O9BY	0	0.007026	0	0
GTEX-12ZZW-0008-SM-5YY9L	0.5255	1.393	0	0
GTEX-12ZZW-0011-R10b-SM-5HL9X	52.83	1.654	0.7931	0
GTEX-12ZZW-0011-R3a-SM-5DUWW	28.45	1.365	0.4176	0
GTEX-12ZZW-0011-R4a-SM-5DUX9	41.62	0.8002	0.473	0
GTEX-12ZZW-0011-R5a-SM-5DUVN	46.88	2.465	0.6323	0
GTEX-12ZZW-0011-R6a-SM-5DUVZ	28.96	1.317	0.3367	0
GTEX-12ZZW-0011-R7a-SM-5DUWC	36.84	1.729	0.3642	0
GTEX-12ZZW-0426-SM-5GCO9	65.83	0.05527	1.211	0
GTEX-12ZZW-0926-SM-5LZUD	1.162	0.6102	0.4216	0
GTEX-12ZZW-1026-SM-5GCMM	17.33	0.1658	0.3523	0
GTEX-12ZZW-1726-SM-5DUVD	45.83	0.3726	9.687	0
GTEX-12ZZW-2326-SM-5DUW2	94.32	1.191	0.6223	0
GTEX-12ZZW-2426-SM-5DUWE	24.56	0.3799	0.8575	0
GTEX-12ZZW-2926-SM-5LZUP	78.5	2.515	0.8763	0
GTEX-12ZZW-3026-SM-5LZW7	1.382	0.6621	0.3947	0
GTEX-12ZZX-0005-SM-5O9A9	0.551	0	0	0
GTEX-12ZZX-0008-SM-5YY9N	0.9031	1.557	0.1749	0
GTEX-12ZZX-0011-R10b-SM-5DUWK	138.2	9.025	1.131	0
GTEX-12ZZX-0011-R11a-SM-5DUVJ	1.857	11.64	0.4354	0
GTEX-12ZZX-0011-R1a-SM-5EQ6B	62.87	5.245	0.7727	0
GTEX-12ZZX-0011-R2a-SM-5EGLG	58.81	7.975	0.9307	0
GTEX-12ZZX-0011-R3b-SM-5EGLH	145.6	5.445	0.6768	0
GTEX-12ZZX-0011-R5a-SM-5HL89	80.49	7.399	0.448	0
GTEX-12ZZX-0011-R6a-SM-5HL8L	44.98	7.976	0.4366	0
GTEX-12ZZX-0011-R7b-SM-5DUVV	87.03	10.5	0.5339	0
GTEX-12ZZX-0011-R8a-SM-5DUW8	31.69	8.346	0.8286	0
GTEX-12ZZX-0126-SM-5EGK9	1706	0.3707	0.4725	0
GTEX-12ZZX-0226-SM-5DUXU	636.2	1.207	0.3984	0
GTEX-12ZZX-0326-SM-5DUVH	106.8	0.05534	0.194	0
