p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	color
3.01432770034708e-12	0.0920924520451127	0.144	0.071	6.09888923611224e-08	ZNF215	FALSE
3.05403220739853e-12	0.0963971000035229	0.307	0.19	6.17922336522945e-08	MTHFD1L	FALSE
3.05610714549752e-12	0.111897994422522	0.231	0.132	6.18342158748512e-08	C9orf147	FALSE
3.21577830829409e-12	0.0836818524456781	0.115	0.052	6.50648425117143e-08	UNC5B	FALSE
3.2733288394403e-12	0.186360586719282	0.832	0.703	6.62292624083955e-08	JARID2	FALSE
3.70047572269556e-12	0.115449926829002	0.226	0.13	7.48717252972994e-08	AFF2	FALSE
3.78290737338789e-12	0.098369626214397	0.192	0.103	7.65395648857572e-08	PROM1	FALSE
3.79432747017865e-12	0.0931462058049716	0.208	0.116	7.67706277041245e-08	SSPN	FALSE
3.94793360881111e-12	0.164560167592108	0.662	0.491	7.98785407070753e-08	EPHA4	FALSE
4.1880878629086e-12	0.105603975043967	0.283	0.173	8.47375817302297e-08	RCN1	FALSE
4.20321460392245e-12	0.124656770741616	0.469	0.31	8.50436410811629e-08	TMEM181	FALSE
4.39951199377416e-12	0.137762922906524	0.629	0.445	8.90153261700326e-08	PARK2	FALSE
4.48866669413371e-12	0.174714661399878	0.636	0.474	9.08191932224073e-08	GPC6	FALSE
4.66479319718927e-12	0.153415419901046	0.641	0.474	9.43827607587306e-08	SLC44A1	FALSE
4.72853253669029e-12	0.120236839992647	0.334	0.208	9.56723988148546e-08	SUSD1	FALSE
4.77279956372084e-12	0.0964908439350832	0.256	0.15	9.65680535727638e-08	FSTL1	FALSE
5.12736512798786e-12	0.180751673479406	0.961	0.879	1.03741978634578e-07	FHIT	FALSE
5.23897335463105e-12	0.107969407096111	0.321	0.202	1.0600014788425e-07	IQCJ-SCHIP1	FALSE
5.41959126777981e-12	0.0991028404377814	0.249	0.146	1.09654590120989e-07	ADAM8	FALSE
5.4336823453455e-12	0.114931943702381	0.425	0.279	1.09939694893375e-07	TBXAS1	FALSE
5.65922328135701e-12	0.110586054655899	0.189	0.102	1.14503064651696e-07	APBA1	FALSE
5.79049886225936e-12	0.0993477197443691	0.27	0.162	1.17159163480094e-07	BMF	FALSE
5.85211987312945e-12	0.184915401094715	0.559	0.402	1.18405941393028e-07	GNAS	FALSE
6.76030817267147e-12	0.15829551775722	0.61	0.444	1.36781315257662e-07	CTD-2535L24.2	FALSE
7.95452595598888e-12	0.0947940958075544	0.251	0.146	1.60943923667523e-07	EPDR1	FALSE
8.05760480707948e-12	0.090499352595559	0.228	0.13	1.63029518061639e-07	NFIB	FALSE
8.08585657641601e-12	0.0934040292599614	0.226	0.128	1.63601136110625e-07	AFAP1L1	FALSE
8.16187609118014e-12	0.145832426912777	0.721	0.543	1.65139238952848e-07	DUSP1	FALSE
8.36086533700329e-12	0.0884534887873527	0.159	0.082	1.69165388363588e-07	KHDRBS3	FALSE
9.50311817272236e-12	0.137571506018823	0.199	0.111	1.92276589988691e-07	SHFM1	FALSE
9.68949110141162e-12	0.0866476095624296	0.372	0.237	1.96047473454861e-07	DLC1	FALSE
9.73356448146411e-12	0.148103006294674	0.57	0.409	1.96939210153463e-07	MEF2A	FALSE
9.92309928367061e-12	0.0995950853335586	0.357	0.225	2.00774067806508e-07	PTPLAD2	FALSE
1.01598661286405e-11	0.170984445722309	0.522	0.37	2.05564571380784e-07	CHD9	FALSE
1.01622475373922e-11	0.152507839717347	0.606	0.445	2.05612754424057e-07	SH3BP5	FALSE
1.05858597225728e-11	0.140317588230348	0.344	0.223	2.14183699766816e-07	GAB2	FALSE
1.19034922575166e-11	0.117929552748427	0.351	0.223	2.40843358846333e-07	CR2	FALSE
1.21283139889101e-11	0.150438892158379	0.443	0.299	2.45392176937619e-07	MYBL1	FALSE
1.3924460609969e-11	0.175051305750336	0.926	0.828	2.81733611521502e-07	BCL2	FALSE
1.39748637175868e-11	0.1690600373395	0.868	0.726	2.82753417597934e-07	PSMA1	FALSE
1.53051382866925e-11	0.100447841703538	0.293	0.181	3.0966886295465e-07	PLCG2	FALSE
1.64000464816727e-11	0.166728839702777	0.42	0.284	3.31822140463683e-07	DFNB31	FALSE
1.64344990323132e-11	0.113591585760992	0.416	0.277	3.32519218920792e-07	BARD1	FALSE
1.68247485133279e-11	-0.287232562654468	0.482	0.533	3.40415136670163e-07	NR1H2	FALSE
1.73780020121173e-11	0.109228594273883	0.455	0.306	3.5160911471117e-07	GPHN	FALSE
1.75349107224176e-11	0.154678836791703	0.757	0.593	3.54783848646675e-07	TG	FALSE
1.75412088638857e-11	0.0951762645284756	0.163	0.085	3.54911278942999e-07	SPTSSB	FALSE
1.81706734803607e-11	0.180330883180174	0.732	0.576	3.67647236528137e-07	TMEM123	FALSE
1.88804471308228e-11	0.113371486185141	0.38	0.244	3.82008086797938e-07	KLHL5	FALSE
1.95063774728597e-11	0.0963489246510208	0.168	0.089	3.9467253540837e-07	TMPPE	FALSE
2.06614166590687e-11	0.112334527123673	0.367	0.239	4.18042443262937e-07	FAM47E	FALSE
2.11970601189961e-11	0.115443131999966	0.456	0.307	4.28880117387649e-07	CD2AP	FALSE
2.14986734998777e-11	0.143701549473303	0.563	0.403	4.34982660923025e-07	ATP7B	FALSE
2.20642077496906e-11	0.115082383967595	0.453	0.308	4.46425115399491e-07	ABCB1	FALSE
2.36538886906598e-11	0.150402066844522	0.39	0.263	4.7858912987812e-07	ENC1	FALSE
2.45547342891249e-11	0.0828358103015395	0.192	0.106	4.96815938871865e-07	HLF	FALSE
2.45967840786934e-11	0.0731762734460223	0.175	0.093	4.97666732264204e-07	SCN5A	FALSE
2.81571663414191e-11	0.0900713867215743	0.291	0.178	5.69703946585932e-07	SMIM14	FALSE
2.94482501335325e-11	0.183089979688664	0.628	0.466	5.95826444951763e-07	OSBPL8	FALSE
2.95842812487759e-11	0.11775044314857	0.4	0.268	5.98578762506483e-07	NEIL3	FALSE
3.23025567613869e-11	0.110284509276345	0.299	0.19	6.53577630953141e-07	ADAM19	FALSE
3.48638397105029e-11	0.0565754632741028	0.129	0.062	7.05400068862604e-07	SCD5	FALSE
3.58042425658378e-11	0.105631931568065	0.51	0.349	7.24427239834595e-07	SAMD4A	FALSE
3.8708915881948e-11	0.088522286594888	0.272	0.164	7.83197495039454e-07	CDKL4	FALSE
4.2087947082605e-11	0.162695613505489	0.876	0.75	8.51565433322347e-07	MAPRE2	FALSE
4.28194983968331e-11	0.153034328677952	0.768	0.601	8.66366911063124e-07	ATP2B1	FALSE
4.28370363586434e-11	0.076449471735999	0.107	0.049	8.66721756644432e-07	PRSS3	FALSE
4.40482846146507e-11	0.212030486329562	0.691	0.513	8.91228942608228e-07	CDH18	FALSE
4.43120549371959e-11	0.121494685861968	0.539	0.375	8.96565807544284e-07	AHI1	FALSE
4.45782103013401e-11	0.126302331512036	0.392	0.258	9.01950929027014e-07	B3GNT2	FALSE
4.61471993204035e-11	0.0537355008194113	0.122	0.058	9.33696283849724e-07	CLDN16	FALSE
4.66195047498103e-11	0.07020063341948	0.155	0.081	9.43252439602912e-07	RHOB	FALSE
4.91061563995402e-11	0.0819946358673936	0.19	0.105	9.93564862431897e-07	NQO1	FALSE
4.92139091199039e-11	0.0810012801417856	0.137	0.069	9.95745023223017e-07	CSRP2	FALSE
4.93220058454265e-11	0.0746878851711231	0.178	0.097	9.97932144270513e-07	EGR4	FALSE
5.22354342908466e-11	0.14256189128034	0.484	0.346	1.0568795420067e-06	SYDE2	FALSE
5.42980735352632e-11	0.0728000123266381	0.145	0.074	1.09861292183898e-06	FAM111B	FALSE
5.4855911910468e-11	0.0842446030566349	0.216	0.125	1.1098996656845e-06	H2AFY	FALSE
5.63530978734964e-11	0.0798010631722309	0.166	0.087	1.14019222927445e-06	C2orf73	FALSE
5.77065722385191e-11	0.1153693269564	0.423	0.286	1.16757707610196e-06	SLC31A1	FALSE
6.03423007545974e-11	0.169934150834019	0.737	0.576	1.22090577116777e-06	NFKB1	FALSE
6.05071053149901e-11	0.110802682682729	0.332	0.211	1.22424026183819e-06	CLDN12	FALSE
6.06308426931666e-11	0.127973450073785	0.461	0.315	1.22674384021084e-06	MRPS6	FALSE
6.08662173944131e-11	0.114331311473501	0.666	0.487	1.23150617654116e-06	CLEC16A	FALSE
6.12867771342129e-11	-0.260713600471419	0.36	0.435	1.24001536175653e-06	LMTK3	FALSE
6.25236192188081e-11	0.0986651077866354	0.336	0.213	1.26504038765415e-06	CTDSPL	FALSE
6.54888104997511e-11	0.11864030949795	0.492	0.336	1.32503510284146e-06	RPAP2	FALSE
6.63615569471545e-11	0.114939676106724	0.379	0.25	1.34269338171178e-06	TAB1	FALSE
6.74545104334683e-11	0.103501300894362	0.308	0.196	1.36480710960036e-06	EGFLAM	FALSE
7.10999901112462e-11	0.175055206979401	0.721	0.565	1.43856609992084e-06	SNX9	FALSE
7.21313206003917e-11	0.0872912049411196	0.191	0.107	1.45943300970773e-06	PRELID2	FALSE
7.21770551536127e-11	0.0468720086116018	0.109	0.05	1.46035835692305e-06	PRLR	FALSE
7.32073652520277e-11	0.172471155707868	0.682	0.532	1.48120462114428e-06	CUBN	FALSE
7.45583626898263e-11	0.100167083771431	0.246	0.148	1.50853935230326e-06	AUH	FALSE
7.61372029206558e-11	0.10493775843422	0.337	0.219	1.54048402669363e-06	SPRY1	FALSE
7.67385459761709e-11	0.126937989646282	0.522	0.366	1.55265100073586e-06	ADAM10	FALSE
7.81873979796399e-11	0.0917217878218158	0.209	0.12	1.58196562332205e-06	ACER3	FALSE
7.86517458905973e-11	0.087370855052937	0.183	0.101	1.59136077460445e-06	PCDH11Y	FALSE
7.91720015209221e-11	0.147039295255231	0.651	0.481	1.60188710677282e-06	CXCR4	FALSE
8.37656576527113e-11	0.155762853699473	0.917	0.815	1.69483055128731e-06	RP11-302M6.4	FALSE
8.50514952335392e-11	0.0699273353755171	0.123	0.059	1.7208469030602e-06	PTPLA	FALSE
8.50763822437202e-11	0.131908425139153	0.503	0.356	1.72135044193719e-06	CASK	FALSE
8.71969757889304e-11	0.089158040105571	0.178	0.099	1.76425641113743e-06	RAET1G	FALSE
8.75342969806384e-11	0.135040298124949	0.555	0.399	1.77108143080926e-06	ZNF280D	FALSE
8.81716648560279e-11	0.151169111834178	0.849	0.724	1.78397729503201e-06	SERTAD2	FALSE
8.84611823619069e-11	0.0729787232614822	0.194	0.108	1.78983510272846e-06	TMOD2	FALSE
8.92589232769983e-11	0.072205708754908	0.153	0.08	1.80597579466351e-06	C9orf135	FALSE
9.02170930195113e-11	0.106907390293355	0.489	0.331	1.82536244306377e-06	WDR27	FALSE
9.26660850140021e-11	0.132741609129233	0.309	0.197	1.8749128980883e-06	PCDH7	FALSE
9.31892272004674e-11	0.128750922955082	0.355	0.234	1.88549763394706e-06	STAP1	FALSE
9.60698190578488e-11	0.109656482380877	0.133	0.067	1.94378064899745e-06	XYLB	FALSE
9.69146685477194e-11	0.141270382737111	0.518	0.369	1.96087448872601e-06	RP5-1052I5.2	FALSE
9.70790720215285e-11	0.150669467648885	0.611	0.453	1.96420086421159e-06	BNIP3L	FALSE
9.85932762808208e-11	0.156510601603289	0.657	0.49	1.99483775898985e-06	ARHGAP10	FALSE
1.00235279179053e-10	0.160119997804441	0.757	0.6	2.02806040362977e-06	DNAH6	FALSE
1.02855350238957e-10	0.0515358925559562	0.111	0.052	2.08107230138481e-06	METTL24	FALSE
1.08192671816197e-10	-0.259390497267209	0.58	0.621	2.18906232885711e-06	ATP10A	FALSE
1.08643249437158e-10	0.143677196184448	0.595	0.434	2.19817886586201e-06	PLEKHA2	FALSE
1.10471046093694e-10	0.15670601091835	0.756	0.596	2.2351606756137e-06	CNTNAP2	FALSE
1.12290739958381e-10	0.0710613890416247	0.138	0.07	2.27197854157793e-06	GPR56	FALSE
1.14237564607516e-10	0.169354083935074	0.868	0.739	2.31136864470387e-06	DLEU1	FALSE
1.14784293732811e-10	0.100323111921015	0.305	0.193	2.32243061509596e-06	PYGL	FALSE
1.16875926836335e-10	0.0980105237474968	0.224	0.133	2.36475062767956e-06	CYSLTR1	FALSE
1.26897443068787e-10	0.0833908645805587	0.111	0.053	2.56751596561077e-06	C3orf72	FALSE
1.27858287337659e-10	0.0831687073331882	0.191	0.107	2.58695672770285e-06	LMO2	FALSE
1.315972461172e-10	0.0718242564414134	0.215	0.125	2.6626070806893e-06	FAHD2A	FALSE
1.33366750917558e-10	0.0673493390750931	0.101	0.046	2.69840947131495e-06	TNFSF11	FALSE
1.33607857136193e-10	0.0771215462134574	0.147	0.077	2.7032877734366e-06	GPR63	FALSE
1.33831737224094e-10	0.166902526490024	0.603	0.453	2.7078175392551e-06	HEG1	FALSE
1.33881978771016e-10	0.068066477781671	0.168	0.09	2.70883407647396e-06	ZDBF2	FALSE
1.3445868505833e-10	0.0690830000200471	0.148	0.078	2.72050257478518e-06	GLYATL1	FALSE
1.34718551969632e-10	-0.256768559226974	0.634	0.66	2.72576046200156e-06	PTPRN2	FALSE
1.36796725172358e-10	0.0855451965220291	0.143	0.074	2.76780814041232e-06	ZNF154	FALSE
1.38260814020576e-10	0.109870993342528	0.48	0.328	2.79743105007831e-06	ATP13A3	FALSE
1.41260940497137e-10	0.113889265165244	0.363	0.239	2.85813260907857e-06	RIMKLB	FALSE
1.45911479685302e-10	0.0825336417460313	0.145	0.075	2.95222696847272e-06	HNF4G	FALSE
1.54803136133229e-10	0.161036515513819	0.731	0.571	3.13213185338363e-06	SYTL2	FALSE
1.55502207018458e-10	0.0979076790678418	0.366	0.237	3.14627615460446e-06	EFNB2	FALSE
1.62890054906234e-10	0.136680670261001	0.666	0.493	3.29575448091782e-06	SYNJ2	FALSE
1.64318895260234e-10	0.167847356887593	0.946	0.854	3.32466420780031e-06	CSGALNACT1	FALSE
1.68991786197138e-10	0.099454527968327	0.368	0.241	3.4192108101267e-06	CMC1	FALSE
1.75813034967445e-10	0.0649301184717774	0.199	0.113	3.55722513649632e-06	RAB27B	FALSE
1.82074786400016e-10	0.164942079795925	0.729	0.6	3.68391915323152e-06	PTPRJ	FALSE
1.83769946754495e-10	0.0921816714840297	0.294	0.185	3.7182173326837e-06	GCNT1	FALSE
1.84319375122323e-10	0.0631934216588357	0.239	0.141	3.72933391684997e-06	GAB3	FALSE
1.85267409104585e-10	0.125953643846319	0.529	0.37	3.74851548841306e-06	ANKRD31	FALSE
1.86789324056944e-10	0.108161783752315	0.277	0.174	3.77930839364415e-06	ANTXRL	FALSE
1.94651958349403e-10	0.171030180424378	0.945	0.891	3.93839307328346e-06	FYN	FALSE
1.95376852028266e-10	0.107280098218108	0.317	0.203	3.95305984708791e-06	NDRG2	FALSE
1.96832585301383e-10	0.186997566653526	0.818	0.672	3.98251369840289e-06	RFTN1	FALSE
1.98094172403597e-10	0.0972596978810484	0.276	0.173	4.00803939024199e-06	APBB2	FALSE
2.03703082892938e-10	0.11538781239235	0.368	0.243	4.12152447617282e-06	SERPINE2	FALSE
2.03998228907975e-10	0.132970545793525	0.489	0.344	4.12749616549507e-06	MCF2L2	FALSE
2.10493509678517e-10	0.0600503195650241	0.12	0.058	4.25891518132544e-06	ADAM18	FALSE
2.13597791073998e-10	0.0936724420765677	0.333	0.217	4.32172410680019e-06	NCALD	FALSE
2.14867295105101e-10	0.0836658208387925	0.225	0.133	4.3474099818615e-06	LRP2	FALSE
2.15801766388777e-10	0.0722396260310368	0.109	0.052	4.36631713934413e-06	FN1	FALSE
2.15987158178506e-10	0.0741904939303067	0.139	0.071	4.37006817142572e-06	RP11-758M4.1	FALSE
2.20278318267134e-10	0.170147341663588	0.733	0.581	4.45689121349892e-06	ARHGAP26	FALSE
2.24274606870999e-10	-0.240386241320018	0.637	0.648	4.53774812082092e-06	BCAS3	FALSE
2.26620228371504e-10	0.139438776431817	0.506	0.357	4.58520708064063e-06	CLASP2	FALSE
2.59167591217172e-10	-0.254716413562646	0.549	0.593	5.24373787309704e-06	AC006486.1	FALSE
2.61974744558693e-10	0.0583891996450825	0.134	0.068	5.30053500665604e-06	NID2	FALSE
2.6443895555962e-10	0.0915995465856783	0.202	0.117	5.3503933878378e-06	LTBP1	FALSE
2.65846639068543e-10	0.0584898468781082	0.129	0.065	5.37887504827383e-06	TRPC4	FALSE
2.66165565838428e-10	0.0788952734772469	0.189	0.107	5.38532789360892e-06	SCD	FALSE
2.70620083466983e-10	0.0678836327654263	0.171	0.094	5.47545614878746e-06	CA2	FALSE
2.76278208442888e-10	0.139198851852416	0.675	0.514	5.58993699142495e-06	TGFBR1	FALSE
2.97248486222225e-10	-0.251050245079735	0.494	0.545	6.01422862173427e-06	GSK3A	FALSE
3.02156926719121e-10	0.0818313656181864	0.129	0.065	6.11354109830797e-06	GREM2	FALSE
3.08917340591645e-10	0.0721532107689865	0.177	0.098	6.25032455219075e-06	SPRED1	FALSE
3.16430055679971e-10	-0.168196531591709	0.06	0.132	6.40232931657285e-06	ZNF257	FALSE
3.20549066560673e-10	0.112583173932055	0.438	0.298	6.4856692637221e-06	CEP41	FALSE
3.21275141536053e-10	0.0953766662611115	0.352	0.229	6.50035993869895e-06	TENM2	FALSE
3.25419501650603e-10	0.0796018951323455	0.229	0.137	6.58421277689665e-06	PPP2R2B	FALSE
3.26296334785615e-10	0.105651006753927	0.276	0.172	6.60195374171735e-06	SLCO1B3	FALSE
3.35529982889176e-10	0.0593113591551731	0.125	0.063	6.78877814379669e-06	KLRC4-KLRK1	FALSE
3.42863508347038e-10	0.157380603866883	0.585	0.432	6.93715736438562e-06	MAN1A1	FALSE
3.52531293901041e-10	0.1439340044276	0.597	0.437	7.13276566949975e-06	ARHGAP31	FALSE
3.5337565832796e-10	0.137081234989939	0.86	0.719	7.14984969494961e-06	RORA	FALSE
3.54094497133977e-10	0.0669444648118481	0.154	0.082	7.16439396051175e-06	CH25H	FALSE
3.57372594425757e-10	0.148755721729651	0.62	0.461	7.23071970301634e-06	ZNF516	FALSE
3.58829812198715e-10	-0.237549959577855	0.695	0.692	7.26020359021661e-06	MARK4	FALSE
3.62370642301505e-10	0.0702480202998241	0.264	0.162	7.33184520568635e-06	MAOA	FALSE
3.79129346878321e-10	0.0627363872402785	0.136	0.07	7.67092407538906e-06	NR2F1	FALSE
3.88689954789378e-10	0.216644721249045	0.744	0.588	7.86436385525349e-06	SUPT3H	FALSE
3.91767677359318e-10	0.0789900576693087	0.155	0.083	7.92663541601109e-06	BST1	FALSE
3.97202524342722e-10	0.0772750693384005	0.259	0.159	8.03659867502629e-06	ANKRD33B	FALSE
4.03527944179064e-10	0.100804716747587	0.346	0.228	8.164580894575e-06	MVB12B	FALSE
4.13028753178763e-10	0.0796181626402354	0.278	0.173	8.3568107630659e-06	LIMS3	FALSE
4.14595131247115e-10	0.0653657984139666	0.189	0.107	8.38850329052287e-06	ZBBX	FALSE
4.29374487146156e-10	0.125648802725603	0.548	0.396	8.68753399842817e-06	TBC1D2B	FALSE
4.30706097812465e-10	0.0996865206534221	0.514	0.357	8.7144764770396e-06	RAD23B	FALSE
4.33380184010017e-10	0.106991189186816	0.257	0.159	8.76858126307467e-06	OFCC1	FALSE
4.38299002456413e-10	0.071016484779985	0.177	0.099	8.8681037167006e-06	IGF2BP2	FALSE
4.51806776754831e-10	0.149344058928093	0.99	0.959	9.14140651408049e-06	BACH2	FALSE
4.59860031905365e-10	0.0858242379263151	0.284	0.179	9.30434802554126e-06	GPR107	FALSE
4.63838094483744e-10	0.115449852678033	0.563	0.4	9.38483616568959e-06	MDFIC	FALSE
4.71680540082989e-10	0.09134435402821	0.341	0.225	9.54351236749912e-06	EPHA3	FALSE
4.73425090908059e-10	0.139821985987666	0.355	0.246	9.57880986434276e-06	STX6	FALSE
4.80849987553036e-10	0.0781060958202672	0.134	0.07	9.72903779816058e-06	AMOTL1	FALSE
4.84753735717068e-10	0.0952627427391652	0.357	0.234	9.80802233476343e-06	SBF2	FALSE
4.85488991543647e-10	0.12981240736303	0.513	0.362	9.82289876590261e-06	CYSTM1	FALSE
4.85590966762549e-10	0.0679425529967598	0.167	0.091	9.82496203050665e-06	EPHB1	FALSE
4.85828091156643e-10	0.0728564669712569	0.193	0.11	9.82975976837235e-06	OSBPL6	FALSE
4.91664680099925e-10	0.0991815859259207	0.406	0.273	9.94785147246178e-06	SLC10A7	FALSE
4.93304779027465e-10	0.111295135598571	0.132	0.067	9.98103559406271e-06	CASR	FALSE
5.14410378066125e-10	0.1142002283126	0.287	0.185	1.04080651794119e-05	PDE9A	FALSE
5.45084420029429e-10	0.0759889037111604	0.22	0.131	1.10286930704554e-05	CDCA7L	FALSE
5.52527685572996e-10	0.0650664067314913	0.122	0.061	1.11792926621984e-05	LATS2	FALSE
5.6401428844908e-10	0.0705369214139914	0.169	0.093	1.14117010981902e-05	ACTR8	FALSE
5.73988848512301e-10	0.0767205904343748	0.27	0.166	1.16135163719494e-05	NOD1	FALSE
5.85545745215424e-10	0.125674746512219	0.569	0.418	1.18473470629437e-05	PPM1L	FALSE
5.92648921154815e-10	0.0642942412697439	0.199	0.114	1.19910656217254e-05	DUSP27	FALSE
5.96569201704038e-10	0.072248505060176	0.14	0.074	1.20703846580778e-05	PEX5L	FALSE
5.96650854104488e-10	0.0638746962293551	0.155	0.084	1.20720367310961e-05	FEZ2	FALSE
6.02696241852783e-10	0.155692819819118	0.694	0.535	1.21943530614074e-05	ATP8A1	FALSE
6.31619809645758e-10	0.067016459730589	0.153	0.082	1.27795636085626e-05	GNG4	FALSE
6.64498345288465e-10	0.0941916280419417	0.239	0.146	1.34447950202215e-05	PCDH1	FALSE
6.87463719972358e-10	0.0792973242406519	0.364	0.236	1.39094534462007e-05	HS1BP3	FALSE
6.88066303524342e-10	0.166117728764453	0.745	0.603	1.3921645519208e-05	C4orf22	FALSE
6.9880986992968e-10	0.140161524286829	0.909	0.794	1.41390200982872e-05	MLLT3	FALSE
7.06176174142855e-10	0.0900024267207694	0.368	0.239	1.42880625314324e-05	E2F5	FALSE
7.11411824091329e-10	0.0613053312296493	0.186	0.105	1.43939954368399e-05	REC8	FALSE
7.188375687438e-10	0.101395272322064	0.303	0.198	1.45442405283933e-05	CHSY1	FALSE
7.18851223792557e-10	-0.147665453738434	0.069	0.144	1.45445168109948e-05	ZNF90	FALSE
7.51804736572206e-10	0.129358616026857	0.444	0.309	1.52112652350654e-05	TMEM135	FALSE
7.77638799067247e-10	0.0676509198267817	0.233	0.142	1.57339658215276e-05	MYO16	FALSE
8.10484550867484e-10	0.123443303519786	0.793	0.649	1.63985339177018e-05	WDFY2	FALSE
8.30531684502961e-10	0.129607505487632	0.645	0.485	1.68041475725484e-05	NR4A3	FALSE
8.49299768345747e-10	0.10650143053318	0.453	0.31	1.71838822129395e-05	FAM105A	FALSE
8.51432838136131e-10	0.074417667814403	0.213	0.126	1.72270406140083e-05	SNCA	FALSE
8.77780285894293e-10	0.0645880220942962	0.16	0.088	1.77601285244992e-05	AKAP12	FALSE
8.80388573370002e-10	0.16087042929333	0.787	0.657	1.78129020049952e-05	PCSK5	FALSE
8.85396489460632e-10	0.0928427469566109	0.238	0.147	1.7914227171257e-05	NR5A2	FALSE
9.19002447726545e-10	0.0606994610876675	0.175	0.098	1.85941765248512e-05	LONRF3	FALSE
9.3615965208954e-10	0.103419129146831	0.478	0.33	1.89413182407277e-05	KIF11	FALSE
9.37743998145895e-10	0.0954520918929384	0.267	0.168	1.89733743144859e-05	CDH8	FALSE
9.3984645110372e-10	0.0845619432960436	0.272	0.174	1.90159132451816e-05	DPY19L1	FALSE
9.56905499142955e-10	0.10503128793536	0.477	0.331	1.93610689641594e-05	ZNF827	FALSE
9.70151990324212e-10	0.0395323735110631	0.215	0.126	1.96290852202298e-05	NXPH1	FALSE
9.73714084335494e-10	0.0772793414058406	0.309	0.199	1.97011570683601e-05	ABCA1	FALSE
9.78119613767062e-10	0.0959369814396718	0.31	0.199	1.9790294145349e-05	KATNAL2	FALSE
9.85585523571266e-10	0.154383840962222	0.826	0.686	1.99413518984174e-05	FNBP1	FALSE
1.01176009062401e-09	0.0802419917342196	0.272	0.17	2.04709419135955e-05	PCDHGA9	FALSE
1.06582567891543e-09	0.100182287961043	0.395	0.267	2.15648509614958e-05	LUZP2	FALSE
1.10240557675465e-09	0.0998186131139779	0.408	0.281	2.23049720344769e-05	PYGB	FALSE
1.12912232363149e-09	0.0904704853639899	0.108	0.053	2.2845531974036e-05	FLJ27365	FALSE
1.17594132992073e-09	0.0778713830287043	0.222	0.133	2.37928209282862e-05	ZBTB18	FALSE
1.17708542799135e-09	0.0645050450596069	0.162	0.09	2.38159694645491e-05	ST3GAL4	FALSE
1.18072631492501e-09	0.0574896732342335	0.263	0.164	2.38896355298777e-05	KCNIP1	FALSE
1.18967867029208e-09	0.0522376342605899	0.184	0.104	2.40707685360196e-05	HTR7	FALSE
1.19673425838576e-09	0.0949908064811175	0.303	0.195	2.42135242499191e-05	FAM182B	FALSE
1.21961955010434e-09	0.148122073430405	0.703	0.556	2.46765623572611e-05	GNAQ	FALSE
1.29190941253736e-09	0.0596698447800809	0.138	0.073	2.61392031438685e-05	TACR3	FALSE
1.31763014636437e-09	0.0758033100699674	0.185	0.107	2.66596107513903e-05	ADAMTS3	FALSE
1.32045363768376e-09	0.0750982567832733	0.136	0.072	2.67167384512555e-05	RGS17	FALSE
1.32174809256555e-09	0.0681447258511503	0.134	0.071	2.67429291568788e-05	NANOS1	FALSE
1.32282141896704e-09	0.0786581141535943	0.263	0.164	2.67646457699602e-05	PCDHGB6	FALSE
1.35437156328358e-09	0.0840396497826003	0.256	0.16	2.74029998399167e-05	ZC2HC1A	FALSE
1.3726877569465e-09	0.137400156360881	0.575	0.423	2.77735913862985e-05	CCDC6	FALSE
1.43237502540393e-09	0.0635814018833822	0.105	0.05	2.89812438889977e-05	GDF6	FALSE
1.43564828618092e-09	0.141843370902186	0.769	0.63	2.90474717742985e-05	IL7R	FALSE
1.46167692112925e-09	0.066885469063078	0.299	0.193	2.95741091452082e-05	CLVS1	FALSE
1.47312384525514e-09	0.15572256554933	0.837	0.683	2.98057147610472e-05	NR4A2	FALSE
1.50506666698352e-09	0.0980486530381574	0.271	0.171	3.04520138730776e-05	LST3	FALSE
1.57975549753134e-09	0.16090697401626	0.845	0.727	3.19631929815516e-05	RERE	FALSE
1.60781330542168e-09	0.144927040919545	0.778	0.631	3.25308866085969e-05	HIPK2	FALSE
1.67192974887982e-09	0.0905927386846782	0.274	0.175	3.38281546090853e-05	MICU3	FALSE
1.67893431689222e-09	0.12982956224258	0.53	0.391	3.39698780336802e-05	PECR	FALSE
1.68917969584302e-09	0.080306875359582	0.241	0.149	3.41771727859918e-05	CTC-236F12.4	FALSE
1.70774534947227e-09	0.0570098993895402	0.122	0.062	3.45528116558725e-05	C8orf46	FALSE
1.72735623819141e-09	0.0901835242447863	0.41	0.28	3.49495987673269e-05	C12orf42	FALSE
1.72806926066684e-09	0.0621626535746102	0.118	0.06	3.49640253510723e-05	TMEM74	FALSE
1.72814963701189e-09	0.0652636411420858	0.241	0.148	3.49656516056616e-05	TJP2	FALSE
1.78341849477472e-09	0.0814387580379112	0.352	0.232	3.60839064047769e-05	EFR3A	FALSE
1.83488545475941e-09	0.0726476478845056	0.195	0.115	3.71252374061471e-05	ALOX5AP	FALSE
1.86797763576892e-09	0.125269422151739	0.602	0.438	3.77947915045126e-05	CRYL1	FALSE
1.8898134786123e-09	0.0832148921842861	0.298	0.192	3.82365961127627e-05	DNAH11	FALSE
1.93169406310048e-09	0.0892616840746422	0.257	0.162	3.9083965978712e-05	GPR125	FALSE
1.96836071033988e-09	0.0993592044686927	0.289	0.186	3.98258422523068e-05	SNX30	FALSE
1.9782507217629e-09	0.0544402237267866	0.174	0.098	4.00259468534288e-05	MME	FALSE
