p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	color
4.4722304760399e-10	0.123134274056451	0.581	0.407	9.04866392217152e-06	ID2	FALSE
4.62546182200212e-10	0.052018178109443	0.127	0.06	9.35869690445688e-06	PTMS	FALSE
4.6795646042615e-10	0.0610667394558372	0.281	0.165	9.46816306380229e-06	RPH3AL	FALSE
4.87918037047822e-10	0.0940422964340406	0.414	0.269	9.87204564358858e-06	KANK1	FALSE
4.89780058945066e-10	0.0962398341970195	0.351	0.223	9.90971993263552e-06	PCDHGA5	FALSE
5.25832967424431e-10	0.113227707243092	0.548	0.394	1.06391784298985e-05	ALDH1A2	FALSE
5.27184987868685e-10	0.0722123632430848	0.264	0.154	1.06665338595471e-05	HIC1	FALSE
5.27822262006267e-10	0.155612188658239	0.615	0.449	1.06794278271728e-05	CLASP2	FALSE
5.2808380487975e-10	0.195693608653397	0.467	0.329	1.0684719624132e-05	HDAC9	FALSE
5.2875563418101e-10	0.0911064901363962	0.285	0.172	1.06983127463844e-05	ESAM	FALSE
5.38397797400113e-10	0.112276385833979	0.571	0.387	1.08934026347965e-05	CDKAL1	FALSE
5.50082284110158e-10	0.0533494804810683	0.116	0.053	1.11298148544008e-05	LRRC72	FALSE
5.80031935461052e-10	0.090360370626226	0.281	0.168	1.17357861501835e-05	REC8	FALSE
5.98304838288238e-10	0.176083326519439	0.888	0.777	1.21055017930859e-05	JARID2	FALSE
5.99994837212254e-10	0.118344364044172	0.443	0.294	1.21396955413155e-05	NFU1	FALSE
6.04846439395165e-10	0.132486009555055	0.633	0.435	1.22378580082824e-05	TMEM163	FALSE
6.24919011796895e-10	0.103862256467851	0.429	0.281	1.26439863656866e-05	SQSTM1	FALSE
6.25446706684668e-10	0.069603154261982	0.152	0.078	1.26546632163509e-05	NFATC4	FALSE
6.58225381640971e-10	0.0862268066078997	0.394	0.252	1.33178741467418e-05	ZSCAN31	FALSE
6.70002937223704e-10	0.0681422235276081	0.387	0.243	1.35561694288472e-05	NSMAF	FALSE
6.85887211236826e-10	0.0942823074742136	0.227	0.13	1.38775559449547e-05	TBKBP1	FALSE
6.87082966689694e-10	0.0658566516181099	0.133	0.065	1.39017496650326e-05	BCAT1	FALSE
6.8853338069419e-10	0.0837422323704657	0.192	0.106	1.39310958915856e-05	LPAR6	FALSE
6.929285050184e-10	0.0811157331322699	0.225	0.129	1.40200224420373e-05	ADAM8	FALSE
6.95887416905905e-10	0.0824887890282704	0.245	0.143	1.40798901062572e-05	LRP2	FALSE
6.99414646457439e-10	0.0666029961771957	0.137	0.068	1.41512565417734e-05	CADM1	FALSE
7.10927472336392e-10	0.0631433366330938	0.221	0.124	1.43841955477822e-05	POU6F2	FALSE
7.11314646106188e-10	0.0738992105168705	0.284	0.169	1.43920292346665e-05	COX4I1	FALSE
7.11314928862306e-10	0.066216949477376	0.165	0.085	1.4392034955671e-05	RGS17	FALSE
7.20381750249717e-10	0.115458590496531	0.456	0.307	1.45754839528025e-05	CRYBG3	FALSE
7.33318896400139e-10	0.055773461338307	0.26	0.151	1.4837241230864e-05	UCK2	FALSE
7.36545398562175e-10	0.0713406253368402	0.288	0.172	1.49025230491085e-05	C6ORF165	FALSE
7.61221318170633e-10	0.0644012983560884	0.162	0.084	1.54017909305464e-05	PERP	FALSE
7.78839041258951e-10	0.0533967723917976	0.134	0.065	1.57582503217923e-05	GPR156	FALSE
7.99527450343462e-10	0.078725365219488	0.185	0.1	1.61768389027993e-05	CA2	FALSE
8.16246296572937e-10	0.0792543193300687	0.205	0.114	1.65151113185602e-05	PIEZO2	FALSE
8.21151645484771e-10	0.0898966268768317	0.159	0.083	1.66143612430934e-05	ARHGAP35	FALSE
8.26130749361211e-10	0.120158358410898	0.502	0.342	1.67151034518254e-05	BTG2	FALSE
8.31961013961153e-10	0.0681494425729331	0.172	0.091	1.6833067195476e-05	ZMYND10	FALSE
8.41599532001135e-10	0.0836525300301648	0.196	0.109	1.7028083330979e-05	LRRC6	FALSE
8.59314463360716e-10	0.118277900623687	0.349	0.224	1.73865095371774e-05	IL2RB	FALSE
8.62487198345099e-10	0.0705443328057106	0.124	0.06	1.74507034841164e-05	C3orf72	FALSE
8.77655218508623e-10	0.0665441571516094	0.156	0.08	1.7757598036085e-05	PCYT1B	FALSE
8.78558348140916e-10	0.0639280218005673	0.152	0.078	1.77758710579352e-05	SIX4	FALSE
9.07828325196012e-10	0.0738647845808367	0.314	0.191	1.83680905036909e-05	ZNF551	FALSE
9.08401342257553e-10	0.0665940691380531	0.149	0.076	1.83796843578971e-05	DCUN1D2	FALSE
9.26094123483538e-10	0.0547980841568199	0.163	0.084	1.87376624004424e-05	ABCB7	FALSE
9.26126268491827e-10	-0.182634813154037	0.084	0.168	1.87383127903951e-05	ZNF667	FALSE
9.40150193814525e-10	0.138638348059771	0.754	0.568	1.90220588714493e-05	RAB27A	FALSE
9.43580792670958e-10	0.0655854036102965	0.116	0.054	1.90914701781115e-05	MFAP5	FALSE
9.49802836852314e-10	0.0576654587569888	0.133	0.065	1.92173607980329e-05	CCDC78	FALSE
9.52552014458596e-10	0.146130130509081	0.808	0.622	1.92729849085408e-05	ARHGAP10	FALSE
9.75683256089789e-10	0.139394223684368	0.557	0.388	1.97409993204647e-05	SYCP2L	FALSE
9.89440995064963e-10	0.0976412149969423	0.426	0.275	2.00193596531494e-05	SLC25A33	FALSE
1.05386972762476e-09	0.0607237380608041	0.144	0.072	2.13229461990318e-05	CH25H	FALSE
1.07610617728729e-09	0.0706793139063452	0.232	0.134	2.17728562850538e-05	GGH	FALSE
1.08095547860109e-09	0.054990964410014	0.13	0.063	2.18709721985358e-05	SASH1	FALSE
1.0882381987562e-09	0.069016185918621	0.256	0.15	2.20183234754343e-05	CCDC113	FALSE
1.10021396460852e-09	0.0669276124800115	0.184	0.1	2.22606291459243e-05	SH2B2	FALSE
1.10683850267596e-09	-0.27157201399558	0.566	0.588	2.23946634246428e-05	CD8B	FALSE
1.11431097862027e-09	0.0575213032264298	0.181	0.096	2.2545854030424e-05	RBAK	FALSE
1.12371208396553e-09	0.104984303580369	0.402	0.261	2.27360665948745e-05	RRM2B	FALSE
1.13014427934252e-09	0.0884799004196337	0.367	0.232	2.28662092039372e-05	CENPJ	FALSE
1.18083747729487e-09	0.07253647860576	0.234	0.136	2.38918846781072e-05	FCHO2	FALSE
1.18244684875403e-09	0.098193537068478	0.307	0.19	2.39244470908402e-05	FBXL8	FALSE
1.20073378528422e-09	0.0924186855060924	0.473	0.31	2.42944466776555e-05	ZNF254	FALSE
1.24422957092891e-09	0.0408130353192411	0.134	0.065	2.51744969086046e-05	NEUROG2	FALSE
1.33844613293242e-09	0.15001337157839	0.661	0.497	2.70807806076216e-05	SLX4IP	FALSE
1.37807537465578e-09	0.128046738907345	0.606	0.427	2.78825990554105e-05	MYOM2	FALSE
1.39201028166201e-09	0.188376212434317	0.768	0.606	2.81645440288675e-05	GTDC1	FALSE
1.40325403426644e-09	0.0819362372237937	0.313	0.193	2.83920388753128e-05	TBCE	FALSE
1.40466664074275e-09	0.0909678092085591	0.36	0.228	2.84206201421481e-05	ARL6	FALSE
1.40535876472461e-09	0.0890999281518204	0.115	0.054	2.84346238866731e-05	SPSB4	FALSE
1.4282101519499e-09	0.0896861074896722	0.297	0.186	2.88969760044023e-05	PPP2R2B	FALSE
1.43627933715229e-09	0.0602442381626737	0.213	0.119	2.90602398286023e-05	CCNDBP1	FALSE
1.44618110069733e-09	0.0662571501450145	0.141	0.071	2.92605822104091e-05	AKAP5	FALSE
1.4588187951952e-09	0.0555708812538083	0.111	0.051	2.95162806831845e-05	LRP5L	FALSE
1.48588705660078e-09	0.162804463048735	0.802	0.653	3.00639528162036e-05	MED12L	FALSE
1.49944170400979e-09	0.0899597724433879	0.308	0.191	3.03382039972301e-05	CDS1	FALSE
1.50723473307971e-09	0.0859946041979204	0.257	0.153	3.04958803544017e-05	SLFN11	FALSE
1.53636447241543e-09	0.0555484563965366	0.127	0.062	3.10852623703814e-05	GLYATL1	FALSE
1.56998996982374e-09	0.059252965124871	0.13	0.064	3.17656070594437e-05	SGMS2	FALSE
1.58483033770639e-09	0.127401002202161	0.636	0.457	3.20658722228134e-05	CNIH3	FALSE
1.62507920483203e-09	0.118062991958532	0.563	0.402	3.28802275513665e-05	KCNIP4	FALSE
1.6966756776428e-09	0.125259178733095	0.669	0.5	3.43288389857468e-05	TM4SF2	FALSE
1.70417178268365e-09	0.0938402393815458	0.311	0.195	3.44805076790384e-05	PCDHGA9	FALSE
1.76083406844089e-09	0.044148768750431	0.122	0.057	3.56269557067646e-05	MXRA7	FALSE
1.76088301150931e-09	0.0781896521912111	0.187	0.104	3.56279459718679e-05	SPTLC3	FALSE
1.81516664230804e-09	0.0700558897553838	0.162	0.086	3.67262666738186e-05	NDST3	FALSE
1.81964912047008e-09	0.0891566172161526	0.304	0.189	3.68169606544712e-05	PCDHGB6	FALSE
1.82680686617864e-09	0.0641096433468611	0.238	0.139	3.69617833233924e-05	EDA	FALSE
1.83551585487785e-09	0.0634759919829994	0.129	0.063	3.71379922917436e-05	SP5	FALSE
1.88911360210877e-09	0.0617749302702044	0.187	0.103	3.82224355114667e-05	HOXA1	FALSE
1.92641009313153e-09	0.113351559160514	0.556	0.383	3.89770554143302e-05	SAMD4A	FALSE
1.9617391100842e-09	0.0963389200493061	0.343	0.218	3.96918674143336e-05	ZNF592	FALSE
1.98078532292913e-09	0.143147822240099	0.642	0.459	4.00772294388252e-05	FAM172A	FALSE
1.98712756226841e-09	0.0765257249323047	0.214	0.123	4.02055519673767e-05	E2F7	FALSE
2.00250039410996e-09	0.0790696757638252	0.295	0.181	4.05165904740267e-05	GRK7	FALSE
2.02740992774308e-09	0.0537232948006479	0.26	0.156	4.10205850680256e-05	ERC2	FALSE
2.06663729925749e-09	0.0679070008012357	0.133	0.066	4.18142724758768e-05	RHOU	FALSE
2.07378372537505e-09	0.076722549953679	0.169	0.091	4.19588661155134e-05	ADARB2	FALSE
2.0845351571443e-09	0.0464073324974204	0.16	0.083	4.21763998345006e-05	POU3F2	FALSE
2.1143714349044e-09	0.130383716659114	0.548	0.378	4.27800772424207e-05	RP11-637O19.3	FALSE
2.1161033982091e-09	0.0584332045974004	0.107	0.049	4.28151200559647e-05	BMP3	FALSE
2.16791909875145e-09	0.047581546772316	0.102	0.046	4.38635071250381e-05	JADE3	FALSE
2.20196106954506e-09	0.0965001533647135	0.349	0.221	4.45522783201052e-05	ANKRD32	FALSE
2.20213255846906e-09	-0.238813396618703	0.728	0.722	4.45557480555045e-05	MGAT4A	FALSE
2.21015999495874e-09	0.122212173337111	0.318	0.198	4.47181671780003e-05	PDE10A	FALSE
2.22861012583873e-09	0.0827311540566858	0.223	0.131	4.50914686760949e-05	CR1	FALSE
2.24376386827243e-09	0.0391033702371978	0.115	0.053	4.5398074346756e-05	HES4	FALSE
2.31181158081236e-09	0.04997290214006	0.155	0.08	4.67748837145764e-05	HOXA6	FALSE
2.33627309402208e-09	0.0601501597805773	0.166	0.088	4.72698135113488e-05	FAM47E-STBD1	FALSE
2.33740258142477e-09	0.144533587736431	0.672	0.498	4.72926664299673e-05	TBC1D1	FALSE
2.33932283810347e-09	0.0788315341716044	0.371	0.235	4.73315189833475e-05	PDE11A	FALSE
2.43007111863805e-09	0.0843702231942199	0.299	0.183	4.91676289434036e-05	HOXB7	FALSE
2.44190712191691e-09	0.0383419032174716	0.141	0.07	4.94071067977448e-05	YIPF6	FALSE
2.45898337991844e-09	0.0688563585487641	0.22	0.126	4.97526107258899e-05	PITX3	FALSE
2.4679782172058e-09	0.154630533375228	0.762	0.601	4.99346032687249e-05	NR4A3	FALSE
2.46866391105416e-09	0.0799918087211975	0.436	0.289	4.99484769123589e-05	MSRA	FALSE
2.48283430638788e-09	0.0841924827958959	0.344	0.217	5.02351865211459e-05	NDFIP2	FALSE
2.49345479047613e-09	0.0584808687689433	0.159	0.084	5.04500707757034e-05	CALN1	FALSE
2.54995442045042e-09	0.0724639039717664	0.23	0.132	5.15932277889733e-05	WDR35	FALSE
2.57340652204509e-09	0.0640076895433767	0.31	0.189	5.20677341605384e-05	AMOT	FALSE
2.59081252041836e-09	0.082152419137323	0.271	0.166	5.24199097256247e-05	FAR2	FALSE
2.59841666620732e-09	0.03968808600778	0.126	0.061	5.25737644073727e-05	ZMAT4	FALSE
2.61047907963698e-09	-0.228692145592704	0.86	0.842	5.2817823218295e-05	FYB	FALSE
2.6105328164719e-09	0.109499840645368	0.609	0.426	5.28189104756759e-05	EPHA6	FALSE
2.64770077209584e-09	0.125690550606086	0.647	0.479	5.35709297218151e-05	CLEC16A	FALSE
2.70124459230612e-09	0.0419148674305133	0.174	0.094	5.46542818361298e-05	SH2D4A	FALSE
2.70490671631861e-09	0.157695823586195	0.687	0.518	5.47283775912744e-05	LRRC4C	FALSE
2.7098608458561e-09	0.050399758608698	0.127	0.062	5.48286144942064e-05	CTSZ	FALSE
2.82060071960037e-09	0.0445878351271191	0.144	0.073	5.70692143596742e-05	FREM1	FALSE
2.88559870881602e-09	0.114682178422532	0.459	0.315	5.83843186754744e-05	NSMCE2	FALSE
2.88996958425027e-09	0.0538530042768419	0.264	0.157	5.84727545981357e-05	TYMP	FALSE
2.92559089022444e-09	0.0634504800660607	0.318	0.195	5.91934804819111e-05	SEC24A	FALSE
2.94107547610803e-09	0.0492115871405963	0.133	0.066	5.95067801080937e-05	FANK1	FALSE
2.95941646732776e-09	0.0612555803361091	0.144	0.073	5.98778733834427e-05	CCNO	FALSE
2.96080126557608e-09	0.0852309167319517	0.342	0.215	5.99058920064009e-05	PFDN1	FALSE
3.0635832574055e-09	0.135667252473426	0.624	0.457	6.19854800470855e-05	NFATC2	FALSE
3.09885532312887e-09	0.0749031285002439	0.277	0.169	6.26991397528665e-05	FAS	FALSE
3.10518276830914e-09	0.0903527751546964	0.318	0.2	6.28271629511988e-05	VPS16	FALSE
3.1120455164328e-09	0.0753554865984835	0.248	0.147	6.29660169339848e-05	KCTD8	FALSE
3.18032087742374e-09	0.068252677562045	0.292	0.18	6.43474323129145e-05	IFT88	FALSE
3.2066928779984e-09	0.0544571706810207	0.183	0.1	6.48810170005416e-05	ZSCAN12	FALSE
3.22308172206324e-09	0.0622382621167	0.331	0.203	6.52126124825055e-05	CXADR	FALSE
3.28377965815782e-09	0.0479717674794801	0.144	0.073	6.64407138235071e-05	PRDM13	FALSE
3.29097624680699e-09	0.0691866549510882	0.329	0.206	6.65863224016459e-05	STXBP5L	FALSE
3.31173952509078e-09	0.108713634518677	0.232	0.139	6.70064258111618e-05	GYG1	FALSE
3.32260785859893e-09	0.0428099704676905	0.148	0.076	6.72263248030322e-05	SLC35F4	FALSE
3.34134512667389e-09	0.0740388205547851	0.188	0.107	6.76054359479929e-05	KIF6	FALSE
3.42222712014099e-09	0.118504557460508	0.568	0.392	6.92419213218126e-05	PBX3	FALSE
3.43849208424618e-09	0.0548320204295396	0.183	0.1	6.95710103405529e-05	ST3GAL4	FALSE
3.45831925510535e-09	0.0465213448247009	0.267	0.158	6.99721734885466e-05	ARVCF	FALSE
3.53938763269861e-09	0.047756501474105	0.144	0.073	7.1612429972391e-05	CALCRL	FALSE
3.61844946199759e-09	0.0780101313343234	0.3	0.185	7.32120879645972e-05	TGFA	FALSE
3.66185560299097e-09	0.0661576475508596	0.295	0.178	7.40903244153163e-05	NOD1	FALSE
3.69979673939676e-09	0.0838523664722459	0.416	0.273	7.48579874282147e-05	GRM8	FALSE
3.72784285129555e-09	0.0690911215229185	0.26	0.155	7.54254444102629e-05	EFNB1	FALSE
3.75574043861986e-09	0.0629495365072531	0.136	0.068	7.59898962945957e-05	HOPX	FALSE
3.75848086993202e-09	0.152341407183129	0.704	0.528	7.60453434413345e-05	SRPK2	FALSE
3.78714387814509e-09	0.0526273376287142	0.154	0.08	7.66252820865096e-05	SI	FALSE
3.82725544991279e-09	0.0428988781158143	0.133	0.066	7.74368595180855e-05	DDAH2	FALSE
3.83071448974683e-09	0.0877177336066113	0.257	0.156	7.75068462710476e-05	PCNXL2	FALSE
3.83668205094051e-09	0.138545258225172	0.649	0.469	7.76275879366793e-05	SIK1	FALSE
3.8367517094321e-09	0.109530131792583	0.437	0.292	7.76289973369397e-05	STK3	FALSE
3.88780828852812e-09	0.0526630301267723	0.131	0.066	7.86620251017894e-05	ME3	FALSE
3.95001990295041e-09	0.0561060190205107	0.167	0.089	7.99207526963957e-05	RP11-758M4.1	FALSE
4.03937186745432e-09	0.0991088466793026	0.402	0.267	8.17286109942033e-05	ARHGEF4	FALSE
4.12177439614725e-09	0.17506181465436	0.762	0.595	8.33958613572472e-05	CTDP1	FALSE
4.19244730432146e-09	0.12483411412641	0.765	0.585	8.48257863083361e-05	TTC39C	FALSE
4.1977091832373e-09	0.062061000598799	0.321	0.198	8.49322499044403e-05	MTMR1	FALSE
4.21582549749838e-09	0.0678660239631346	0.386	0.247	8.52987972908846e-05	GALNT1	FALSE
4.33441842142204e-09	0.0739465415301069	0.223	0.129	8.76982879206321e-05	ZNF382	FALSE
4.36762153446129e-09	0.137647133234076	0.694	0.531	8.83700865067554e-05	ACOXL	FALSE
4.37580460895283e-09	0.0713704080016935	0.31	0.193	8.85356546529425e-05	NET1	FALSE
4.38481385125365e-09	0.0551213060517559	0.174	0.095	8.87179386524151e-05	HELLS	FALSE
4.39612462601546e-09	0.0463927276045371	0.141	0.072	8.89467895581708e-05	PTPN13	FALSE
4.4052894510294e-09	0.0751033637832026	0.242	0.143	8.91322214626779e-05	CORO2A	FALSE
4.42417777299936e-09	0.0947195927559963	0.385	0.252	8.9514388881096e-05	FBXO4	FALSE
4.46684139762109e-09	0.0535459881671876	0.228	0.13	9.03776019980674e-05	TAOK2	FALSE
4.47388779931839e-09	0.0781078294897596	0.203	0.116	9.05201718436091e-05	MAPK8IP1	FALSE
4.48918947800749e-09	0.0697907717440917	0.253	0.153	9.08297707085256e-05	ANXA2	FALSE
4.61901719065794e-09	0.0441641156335492	0.167	0.089	9.3456574818582e-05	GZMM	FALSE
4.72630541228368e-09	0.072252131434801	0.115	0.055	9.56273374067357e-05	STK33	FALSE
4.87762831381065e-09	0.0874141932775481	0.461	0.304	9.86890536733309e-05	CHMP1B	FALSE
4.90725403064321e-09	0.0753227338652727	0.18	0.099	9.92884708020042e-05	KREMEN1	FALSE
4.97259161104382e-09	0.074050964981323	0.404	0.259	0.00010061044606625	ZNF585B	FALSE
5.01746449427778e-09	0.0552232549922395	0.149	0.078	0.000101518359112722	KCNK5	FALSE
5.21757636750808e-09	0.0732739973480464	0.315	0.195	0.000105567222643791	C7orf57	FALSE
5.22810738904801e-09	0.0811976763556515	0.274	0.168	0.000105780296802608	PTPRG	FALSE
5.41058762518398e-09	0.11802360408093	0.515	0.353	0.000109472419420347	UBASH3A	FALSE
5.41735030329829e-09	0.0397468907000286	0.109	0.051	0.000109609248686634	SIGLEC15	FALSE
5.45373092231881e-09	0.0613709342052428	0.149	0.079	0.000110345337751276	TMLHE	FALSE
5.45569507138147e-09	0.0591325355379879	0.166	0.09	0.000110385078379261	MGAM	FALSE
5.53538411311477e-09	0.0863049899258894	0.509	0.343	0.000111997426760651	ISPD	FALSE
5.5704445845669e-09	0.032510596173708	0.12	0.058	0.000112706805279542	NR2E1	FALSE
5.67001162763771e-09	0.0787826554638702	0.375	0.244	0.000114721345261994	GPC3	FALSE
5.7146543567808e-09	0.0602797796456867	0.152	0.08	0.000115624601600746	LAIR1	FALSE
5.71809103542315e-09	0.0501670321538128	0.142	0.073	0.000115694135919717	SPSB1	FALSE
5.72577112169833e-09	0.113039375274822	0.519	0.354	0.000115849527105322	POC1B	FALSE
5.84660015286975e-09	0.0435427415169585	0.178	0.098	0.000118294260893014	RANBP17	FALSE
6.21186196265458e-09	0.0641693133880297	0.16	0.087	0.00012568460309039	EFNA1	FALSE
6.29733081503779e-09	0.0696224249475423	0.376	0.242	0.00012741389438066	C17orf107	FALSE
6.35411997986416e-09	0.0764190427229164	0.23	0.136	0.000128562909552592	GPR135	FALSE
6.36226472026331e-09	0.0308855587371813	0.149	0.078	0.000128727702085088	SPHKAP	FALSE
6.46210697083683e-09	0.127020160977507	0.714	0.546	0.000130747810340942	CMSS1	FALSE
6.60971823140119e-09	0.0609055876874106	0.142	0.074	0.00013373442897594	C10orf99	FALSE
6.68000712815554e-09	0.0430774581347731	0.149	0.077	0.000135156584223971	CHL1	FALSE
6.79420737105697e-09	0.132140901287548	0.653	0.473	0.000137467197738596	LMNA	FALSE
6.80222339204026e-09	0.0789231374172276	0.329	0.211	0.000137629385891151	ACVR2A	FALSE
6.80441399138211e-09	0.0957887880364081	0.52	0.356	0.000137673708287634	STARD9	FALSE
6.8714025297675e-09	0.135466278663872	0.755	0.597	0.000139029087384786	PLB1	FALSE
7.02881959514795e-09	0.0493972757129256	0.232	0.135	0.000142214106868628	SNX24	FALSE
7.30224958439164e-09	0.086870679948354	0.349	0.222	0.000147746415840996	ANO3	FALSE
7.35083633244623e-09	0.043612116003581	0.329	0.206	0.000148729471514385	PFN2	FALSE
7.4002590852335e-09	0.0873900825414866	0.22	0.13	0.000149729442071529	GRIK4	FALSE
7.41973682579915e-09	0.105721441236588	0.506	0.344	0.000150123535196394	EPB42	FALSE
7.53501814986391e-09	0.0480830112295368	0.116	0.056	0.000152456022226196	DFNA5	FALSE
7.68361193372704e-09	0.0396066965426831	1	1	0.000155462520255099	CKS1B.1	FALSE
7.7544589036558e-09	0.0598513004682994	0.235	0.139	0.000156895966997668	FAHD2A	FALSE
8.04549243900319e-09	0.0834314660989449	0.281	0.174	0.000162784448518352	SLA2	FALSE
8.08844221409471e-09	0.0662336795807997	0.295	0.182	0.000163653451317778	CHODL	FALSE
8.15363832866101e-09	0.107650883747353	0.477	0.323	0.000164972564303798	BICD1	FALSE
8.18165651805762e-09	0.0595246875033376	0.194	0.111	0.00016553945632986	LPGAT1	FALSE
8.18752781595587e-09	0.0654552983267726	0.21	0.122	0.000165658250300235	MBOAT2	FALSE
8.28659418733255e-09	0.104731127230615	0.657	0.47	0.000167662660192299	UMODL1	FALSE
8.29811624937472e-09	0.081736601533054	0.354	0.228	0.000167895786073599	DOK2	FALSE
8.35125399949693e-09	0.0801115340077926	0.376	0.244	0.000168970922171821	CCNE2	FALSE
8.37506325302658e-09	0.0522472822570784	0.112	0.054	0.000169452654798487	NHLRC1	FALSE
8.58434607443848e-09	0.0538843145899157	0.364	0.231	0.000173687074124114	TMEM206	FALSE
8.82675234922259e-09	0.0522473737462147	0.155	0.082	0.000178591680281821	DVL3	FALSE
8.914960512085e-09	0.0654664287924532	0.306	0.188	0.000180376396041016	DKFZP434E1119	FALSE
9.0294190716335e-09	0.071217818136043	0.463	0.305	0.000182692236076361	LHPP	FALSE
9.20776003890821e-09	0.145170739513592	0.711	0.546	0.00018630060886723	ELOVL5	FALSE
9.26756248548303e-09	0.0340854738546839	0.195	0.11	0.000187510591768778	BCL7A	FALSE
9.40296728141563e-09	0.0387726247967127	0.138	0.07	0.000190250237004883	NAT14	FALSE
9.47455043317609e-09	0.0924384533596482	0.412	0.273	0.000191698578914452	EFR3A	FALSE
9.71771946931551e-09	0.0520037666670713	0.13	0.065	0.000196618618022661	GUCA1C	FALSE
9.87987569456122e-09	0.130281975061462	0.649	0.481	0.000199899524928057	AMN1	FALSE
9.97434921341077e-09	0.06722652548719	0.234	0.139	0.00020181100763494	LRP6	FALSE
1.00520373514389e-08	0.124252302161999	0.835	0.653	0.000203382871731663	ELF2	FALSE
1.0172361120718e-08	0.146970336976075	0.661	0.508	0.000205817382555488	SGCZ	FALSE
1.01813708489791e-08	0.0569199088946133	0.134	0.069	0.000205999676387395	VSIG8	FALSE
1.01936292133103e-08	0.105803546733729	0.548	0.39	0.000206247699872907	MEF2A	FALSE
1.02100461780029e-08	0.0535703383999871	0.156	0.084	0.000206579864319533	ADCY2	FALSE
1.02712555880652e-08	0.0649107158563538	0.322	0.206	0.000207818314313324	MAP4K3	FALSE
1.04150878990448e-08	0.133227212926849	0.625	0.466	0.000210728473461374	STK39	FALSE
1.04213859723574e-08	0.0724287272789881	0.254	0.152	0.000210855902378708	NUDT19	FALSE
1.04666476237403e-08	0.0552296156355465	0.243	0.144	0.000211771681371138	PCDH11X	FALSE
1.05554378991927e-08	0.064700144187169	0.321	0.201	0.000213568175014366	HEY1	FALSE
1.05625323766959e-08	0.0587910128146517	0.307	0.19	0.000213711717577689	RP1-102H19.8	FALSE
1.06232705573596e-08	0.075051301294594	0.289	0.181	0.000214940633187057	LST3	FALSE
1.07431556213521e-08	0.0857204827050789	0.295	0.186	0.000217366267686816	EFHD2	FALSE
1.08017664862105e-08	0.143469179409947	0.664	0.494	0.000218552141315497	IFFO2	FALSE
1.08346109574536e-08	0.0567899514522987	0.124	0.062	0.000219216683502159	MSANTD3-TMEFF1	FALSE
1.08346109574536e-08	0.0567899514522987	0.124	0.062	0.000219216683502159	TMEFF1	FALSE
1.0850506611647e-08	0.0536163954947508	0.115	0.056	0.000219538300273453	NAPSA	FALSE
1.08670349502763e-08	0.0778337900710647	0.292	0.184	0.000219872718148941	SLCO1B7	FALSE
1.088780673562e-08	0.156686669517231	0.913	0.782	0.0002202929936818	IQGAP2	FALSE
1.09752768069038e-08	0.0546029793146196	0.18	0.1	0.000222062775634084	LAMA4	FALSE
1.11203507804326e-08	0.0745013069045713	0.308	0.192	0.000224998057340493	LMO2	FALSE
1.1132519960123e-08	0.0779632554689647	0.346	0.223	0.000225244276353168	BAIAP3	FALSE
1.11773637945115e-08	0.0533352399442226	0.216	0.125	0.000226151601654351	TBC1D30	FALSE
1.12274022913893e-08	-0.193439850789679	0.69	0.67	0.00022716403056168	SP1	FALSE
1.1602586912358e-08	0.0446773890458333	0.137	0.07	0.00023475514099774	ADCY5	FALSE
1.17305924442517e-08	0.0527070991372342	0.138	0.071	0.000237345076924546	NOD2	FALSE
1.18058563909713e-08	0.0587662570820695	0.105	0.05	0.000238867892358522	ANXA5	FALSE
1.18122662249285e-08	0.0598110244097664	0.16	0.087	0.000238997582528979	GPC1	FALSE
1.18882405408533e-08	0.0662205436088809	0.223	0.131	0.000240534770863086	PCDHGA12	FALSE
1.18946274706708e-08	0.0702357730120283	0.29	0.178	0.000240663997614082	TIGD5	FALSE
1.19441132558062e-08	-0.239679039452863	0.556	0.591	0.000241665243504726	PARD3B	FALSE
1.20608265629935e-08	0.130481825062897	0.646	0.472	0.000244026703849048	LRIG1	FALSE
1.23334269712439e-08	0.123465027481051	0.935	0.85	0.000249542227909178	PDE4D	FALSE
1.23658002770153e-08	0.158075181500267	0.718	0.551	0.00025019723700485	ZFAT	FALSE
1.27065232975021e-08	0.0530638740180726	0.266	0.162	0.000257091085878361	SQRDL	FALSE
1.29547798890405e-08	0.0514522530814466	0.144	0.076	0.000262114061494956	YAP1	FALSE
1.31332823215268e-08	0.0671434780008749	0.266	0.164	0.000265725701211452	NFIX	FALSE
1.32392158726082e-08	0.0731886227940532	0.292	0.183	0.000267869054750481	SLCO1B3	FALSE
1.35415300772155e-08	0.0892064338398532	0.427	0.287	0.000273985778052301	SLC2A9	FALSE
1.35631444599757e-08	0.108846739663123	0.503	0.35	0.000274423101858689	PIGX	FALSE
1.36768723555529e-08	0.0575894619006741	0.267	0.162	0.000276724158369901	RFC2	FALSE
1.37068518634007e-08	0.0499804978042205	0.158	0.085	0.000277330733752187	MPP1	FALSE
1.38965260922446e-08	0.0513073385523404	0.184	0.104	0.000281168412424384	LHX4	FALSE
1.39837370959033e-08	0.0863602225154498	0.462	0.315	0.000282932952661411	AGBL4	FALSE
1.40037546856582e-08	0.0843677884020881	0.451	0.3	0.000283337968554921	ANKRD10	FALSE
