p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
4.9548377777696e-130	-0.462724565479192	0.503	0.7	1.00251232757612e-125	EGR1
1.44334255047618e-129	0.325675430971128	0.263	0.08	2.92031498237846e-125	PRICKLE2
2.77296596815394e-129	-0.468263907128365	0.566	0.746	5.61054204336587e-125	NABP1
7.00238660938493e-129	-0.459093160997643	0.795	0.896	1.41679288267685e-124	MYH9
8.13642611046007e-129	0.400411924536386	0.385	0.186	1.64624309492939e-124	KCNH1
2.08277331454629e-128	0.479526814626179	0.422	0.198	4.21407524732152e-124	GPR126
2.31255798167887e-128	0.484204868702707	0.804	0.69	4.67899856433086e-124	SUPT3H
2.99318896440873e-128	0.376956688420495	0.31	0.114	6.05611923168819e-124	ZNF423
3.19135453520842e-128	0.503348336389716	0.725	0.542	6.4570676310872e-124	NRXN1
3.37189241308456e-128	0.48808554927521	0.743	0.563	6.82234991939399e-124	GALNTL6
4.28017952328929e-128	-0.525849324760988	0.426	0.635	8.66008722947121e-124	RAB11FIP1
2.19515716422698e-127	0.411960624488575	0.361	0.149	4.44146149038046e-123	CALN1
7.69941953999863e-127	0.440173167118905	0.396	0.176	1.55782355552792e-122	DGKI
1.09900807515639e-126	0.416899318214851	0.348	0.14	2.22362303846392e-122	STAP1
1.35152271538885e-126	-0.372350456121763	0.17	0.364	2.73453591004625e-122	MFSD10
1.4186661604603e-126	0.385812469701246	0.299	0.102	2.87038724245932e-122	DSCAM
1.48633905275595e-126	0.493686543112152	0.837	0.739	3.00730980544111e-122	FRMD4A
1.51111390968101e-126	0.39250648859576	0.345	0.152	3.05743677345758e-122	SLC25A21
1.58520417555078e-126	0.326034529427955	0.211	0.05	3.20734360839188e-122	LAMC2
2.01630971944694e-126	0.362309661182095	0.317	0.127	4.07959945535699e-122	KCNB2
2.17019682821045e-126	0.323600158074225	0.201	0.043	4.3909592425182e-122	CHRNB3
4.8542259200228e-126	0.459895088736724	0.495	0.277	9.82155530398214e-122	ALK
5.52006499547282e-126	0.454837336688591	0.595	0.394	1.11687475053402e-121	GRB10
7.52616331514657e-126	0.307106844819229	0.198	0.043	1.52276862355361e-121	GFRA1
8.82273202114235e-126	0.437445043479417	0.408	0.199	1.78510336983773e-121	UNC13C
1.09400411422158e-125	0.296315371219462	0.209	0.059	2.21349852430453e-121	DNAH9
1.17112153413035e-125	0.493270032543526	0.596	0.394	2.36953020000594e-121	ZNF804B
1.27871674696347e-125	-0.427868217704969	0.582	0.76	2.58722759413119e-121	ACTB
1.38724182320102e-125	-0.360379368297301	0.153	0.346	2.80680638088262e-121	C9orf139
1.63959137931363e-125	-0.448695177059677	0.385	0.628	3.31738523776527e-121	UTY
2.11249102172184e-125	0.510983677049984	0.753	0.601	4.27420308424979e-121	FAM117B
2.84800404320921e-125	0.4627342936249	0.568	0.369	5.76236658062519e-121	LINGO2
3.08146377179014e-125	0.445686549590445	0.383	0.181	6.23472564946299e-121	SARDH
3.16084422460957e-125	0.468769104357973	0.371	0.16	6.39533611965255e-121	TDRD12
7.81280911673858e-125	0.313636836636102	0.252	0.079	1.58076566858972e-120	GRIA1
1.00284891101557e-124	-0.417144885116179	0.556	0.732	2.02906420165779e-120	BCL6
1.17828626471215e-124	-0.50049393527167	0.364	0.57	2.38402659939209e-120	ANKRD33B
1.58448452744766e-124	0.498383147982251	0.584	0.356	3.20588754438484e-120	DPP4
3.49130371124269e-124	0.477082943068185	0.622	0.429	7.06395479895733e-120	PTPRO
4.98811949792715e-124	0.461597307961965	0.574	0.351	1.0092462180156e-119	CREB5
7.73195586575124e-124	0.461948980891279	0.57	0.352	1.56440663031745e-119	UBE2E2
9.47160766495034e-124	-0.433024322796154	0.215	0.422	1.9163903788494e-119	PHLDA1
1.70276487313097e-123	0.479487900406788	0.448	0.218	3.4452041678059e-119	LHFPL3
2.68117502011264e-123	-0.46463601604872	0.369	0.581	5.42482141819391e-119	TMBIM1
3.11064710694204e-123	0.453363756907929	0.548	0.321	6.29377229147583e-119	OSBPL10
3.16986163227381e-123	0.42957865060225	0.482	0.272	6.41358104057959e-119	ENOX1
3.83101730581333e-123	-0.404278185605734	0.719	0.859	7.75129731485211e-119	KCTD7
4.10795718578291e-123	-0.455829000846148	0.633	0.796	8.31162977399457e-119	TANK
5.59728374159984e-123	0.45756898683008	0.624	0.45	1.1324984194379e-118	DIP2C
1.37835496997078e-122	0.47200592242875	0.675	0.49	2.78882561074189e-118	KCNQ5
1.57044651844143e-122	0.486759930398777	0.801	0.656	3.17748444076254e-118	MAML3
2.63737899407316e-122	0.434274315782925	0.424	0.223	5.33620891870822e-118	PPP1R9A
4.65149512672616e-122	-0.507911109875253	0.324	0.536	9.41137008990503e-118	FAS
1.62987945900594e-121	0.50885537637164	0.603	0.413	3.29773510940673e-117	RTKN2
1.73599226197535e-121	0.337852035019983	0.263	0.091	3.51243314365474e-117	PAPPA2
2.53407601466096e-121	0.447760872306154	0.784	0.656	5.12719600046353e-117	CHD7
4.80858598244002e-121	0.383573957875858	0.354	0.158	9.72921201827089e-117	PTPRR
4.8427712476439e-121	0.461015973781443	0.776	0.63	9.7983790653579e-117	ERBB4
5.43147538862836e-121	0.366723308453129	0.302	0.105	1.09895041538118e-116	XKR4
6.72579369964451e-121	0.358274367880944	0.31	0.125	1.36082983924907e-116	PLCE1
8.15998846207914e-121	0.457433291525818	0.45	0.242	1.65101046553247e-116	PLCH1
8.98803789424286e-121	0.487478633018474	0.58	0.37	1.81854970714216e-116	USH2A
1.52065391135084e-120	-0.385628493546842	0.254	0.477	3.07673905883615e-116	DDX3Y
3.99625484796932e-120	0.398162298675004	0.377	0.178	8.08562243389633e-116	FMN2
6.485894632751e-120	-0.406199912930115	0.35	0.556	1.31229106104451e-115	IER5
6.61842915988933e-120	-0.446060464509585	0.913	0.953	1.33910677192041e-115	CCDC88C
1.09235068901322e-119	-0.470339464669542	0.62	0.789	2.21015314908045e-115	ABCG1
1.10783124221484e-119	0.296562783176977	0.216	0.058	2.24147495237328e-115	ASTN1
1.47631059177394e-119	-0.43039405135656	0.543	0.726	2.98701922033622e-115	KDM6B
4.04274401078609e-119	0.427106929291865	0.841	0.734	8.1796839570235e-115	PRKG1
4.63076425360371e-119	0.509987883539966	0.561	0.364	9.36942531431638e-115	EEFSEC
1.2834613873762e-118	0.376617214124843	0.357	0.155	2.59682742507826e-114	SEMA5A
1.41661436411385e-118	0.432184901233776	0.793	0.657	2.86623584291156e-114	CCSER1
1.85235405492836e-118	0.552015381166256	0.747	0.611	3.74786795933655e-114	ZBTB16
1.96749952795326e-118	0.518158566933719	0.636	0.447	3.98084179490783e-114	CDHR3
3.46060140827714e-118	-0.512358614918544	0.643	0.789	7.00183482936713e-114	CPOX
4.05262080065352e-118	0.430167818055957	0.419	0.216	8.19966766596226e-114	ZNF385B
4.62970939087973e-118	-0.423735366483791	0.463	0.654	9.36729101056696e-114	LTBP4
8.35637324734949e-118	0.377113111493934	0.333	0.131	1.69074499913622e-113	FGF13
9.69213195722695e-118	0.467918114614555	0.711	0.531	1.96100905890573e-113	NKAIN2
1.11380612015475e-117	0.440861889808687	0.615	0.399	2.2535639229091e-113	SGCD
2.0087010892499e-117	0.510472166637661	0.76	0.6	4.06420491387933e-113	CAMK4
2.06689986269572e-117	0.428274881359339	0.367	0.163	4.18195849219225e-113	WDR64
2.32895480970919e-117	0.437540564038327	0.491	0.283	4.7121742664846e-113	FGF12
3.15498179486491e-117	0.486622203195651	0.558	0.354	6.38347466555017e-113	KLHL2
4.72647309965226e-117	0.413285105574064	0.411	0.203	9.56307302252641e-113	AKAP6
2.09377314452553e-116	0.360783843486256	0.308	0.122	4.2363312033185e-112	FRMPD4
2.61073796946517e-116	-0.38148916609813	0.861	0.941	5.28230613361888e-112	ELF1
2.709681923005e-116	0.373656899665321	0.325	0.135	5.48249943481602e-112	FBXL7
3.34896539164033e-116	0.481635194703793	0.742	0.575	6.77596167690587e-112	GNAQ
3.53326353094764e-116	-0.415186766958068	0.367	0.566	7.14885210216636e-112	MIDN
3.84850230421456e-116	-0.410775528153094	0.647	0.799	7.78667471211732e-112	EEF1A1
4.59055660481661e-116	-0.466829700691558	0.493	0.678	9.28807317852544e-112	DNAJB6
6.7258052611565e-116	0.467026600241937	0.56	0.358	1.36083217848979e-111	SYT1
7.67136067905731e-116	0.397265228079261	0.888	0.804	1.55214640619367e-111	ASAP1
8.57098583167433e-116	0.393851506693487	0.417	0.201	1.73416756332267e-111	ADARB2
1.09851184320515e-115	0.326376897308273	0.221	0.063	2.22261901235699e-111	KANK4
1.19165356476545e-115	0.422282033236592	0.42	0.223	2.41107265758994e-111	TTC6
1.55243398288947e-115	0.47359147170297	0.588	0.394	3.14103967758026e-111	FAM178B
1.56224929836318e-115	0.462643838941307	0.57	0.402	3.16089900537821e-111	ACPL2
1.85922303199638e-115	0.480562264819635	0.562	0.351	3.76176596063828e-111	GLIS3
2.34646768506837e-115	0.392150957579299	0.459	0.258	4.74760806719884e-111	NR5A2
3.51708515733825e-115	0.281904917382033	0.217	0.065	7.11611839884249e-111	FBN1
4.16872123149221e-115	-0.425491382527529	0.776	0.878	8.43457366767819e-111	LCP1
5.32003251193255e-115	-0.40215805194298	0.223	0.437	1.07640217813931e-110	HLA-DPA1
1.02125008271768e-114	0.458632145091355	0.799	0.669	2.06629529236269e-110	GPC5
1.45460412033917e-114	-0.31229893945867	0.066	0.216	2.94310051668225e-110	TNF
1.63403969768635e-114	0.396040568053809	0.38	0.184	3.3061525203288e-110	RFX4
4.27195539428789e-114	0.481925365951013	0.587	0.399	8.6434473492627e-110	LZTFL1
4.89285857850884e-114	-0.390652227546027	0.8	0.898	9.89972076189693e-110	LRRFIP1
9.60053373106155e-114	0.413276708116406	0.326	0.131	1.94247598980568e-109	LRRN3
1.76380471568424e-113	0.340362890553215	0.256	0.087	3.56870608124392e-109	NLGN4X
2.37107616234814e-113	-0.410514192003864	0.339	0.534	4.797398399279e-109	ZBTB7A
3.756066487173e-113	0.501845990815133	0.585	0.391	7.59964932349713e-109	GALNT13
4.35498205322239e-113	0.444789066125962	0.583	0.393	8.81143518828485e-109	RALYL
5.28528429493857e-113	-0.489525544878597	0.514	0.701	1.06937157139492e-108	FAM129A
5.39079809274661e-113	0.394540420304086	0.326	0.127	1.09072017810542e-108	GADL1
5.76110780424595e-113	-0.414054340166543	0.463	0.65	1.16564494203308e-108	AMD1
7.47326294563956e-113	-0.447155629325225	0.864	0.929	1.51206529179125e-108	MBP
7.56532749651198e-113	0.401281381624591	0.414	0.206	1.53069271236927e-108	RGS7
1.02325176816209e-112	0.443662649592657	0.401	0.19	2.07034530252235e-108	ADTRP
1.06406166809386e-112	0.434175583311708	0.518	0.32	2.15291597305432e-108	TRHDE
2.05394532470502e-112	0.381920418555526	0.335	0.145	4.15574757547566e-108	PDE8B
2.50127319197704e-112	0.352156101682711	0.333	0.148	5.06082604932714e-108	DDAH1
3.61860319741486e-112	0.328393679193097	0.291	0.119	7.32151984932949e-108	SYNPR
5.14660278527785e-112	0.421302458878603	0.422	0.217	1.04131214154527e-107	DLC1
6.62877156548247e-112	0.419541525906197	0.818	0.718	1.34119935084407e-107	CAMK1D
1.06335008274611e-111	0.422379960538846	0.501	0.295	2.1514762224202e-107	C2orf88
1.28864104937912e-111	0.469351283847378	0.62	0.443	2.60730743520876e-107	SDK1
1.87932170971147e-111	0.45524743396905	0.585	0.399	3.80243161525921e-107	SCFD2
2.28771363817876e-111	0.319890916278431	0.939	0.896	4.62873100412708e-107	RAD51B
2.54149873518364e-111	-0.376318286051836	0.428	0.613	5.14221439089707e-107	DDIT3
2.64135298131813e-111	-0.382564962031685	0.466	0.651	5.34424948710098e-107	MBD6
2.657245706006e-111	-0.411690413398032	0.322	0.519	5.37640523696195e-107	RGS2
3.78439095785146e-111	-0.458713394815207	0.223	0.423	7.65695822502085e-107	JAKMIP1
3.96298776423272e-111	0.48276751711166	0.589	0.384	8.01831314337207e-107	ESR1
4.02800078511246e-111	-0.42682222494295	0.527	0.708	8.14985398851805e-107	FOSL2
4.22400800446334e-111	0.442051355538195	0.509	0.308	8.54643539543068e-107	ZFPM2
6.63955737728557e-111	-0.407079015539224	0.339	0.542	1.34338164414619e-106	EML2
1.07599669798194e-110	0.399990487827455	0.707	0.51	2.17706411902687e-106	ALDH1A2
1.11731535565207e-110	0.343220406084088	0.311	0.135	2.26066415909082e-106	TMEM178B
1.49266190909949e-110	0.308709041786025	0.223	0.064	3.02010284068101e-106	TJP1
1.54491203499614e-110	0.427328420269792	0.411	0.201	3.12582052040769e-106	NRCAM
3.38567496249185e-110	0.413069877572644	0.595	0.386	6.85023615160977e-106	DST
3.50738139069784e-110	-0.395792748405853	0.399	0.589	7.09648476779893e-106	JUND
2.3829611048384e-109	-0.378909456705168	0.57	0.733	4.82144520341953e-105	TUBA4A
7.28205535899512e-109	-0.378379770750669	0.457	0.631	1.47337826078548e-104	CIRBP
8.54486727596388e-109	0.447013196639801	0.787	0.655	1.72888299594577e-104	PTPRK
1.13099349658173e-108	0.393150206024696	0.43	0.228	2.28833914163382e-104	KIRREL3
2.16915794893771e-108	-0.451487256079366	0.31	0.509	4.38885727808568e-104	RELT
2.49631973055427e-108	0.375107201373841	0.392	0.191	5.05080371083046e-104	CACNB2
2.99352685467119e-108	0.422638924517743	0.559	0.369	6.05680288505622e-104	FBLN5
9.97632659780207e-108	0.389779240540285	0.353	0.156	2.01851016053329e-103	RANBP17
1.01374184453931e-107	0.454861045628517	0.531	0.336	2.05110387405638e-103	DACH1
1.16790956874954e-107	0.412831753684824	0.719	0.543	2.36303143045095e-103	SNX29
1.28410103415122e-107	-0.439310689910852	0.448	0.617	2.59812162239817e-103	COX19
1.3495893660466e-107	0.43007174078388	0.791	0.66	2.73062416432208e-103	MSI2
1.65784077596696e-107	-0.454479894523012	0.453	0.645	3.35430924201395e-103	TNIP1
1.73297675620871e-107	0.418136470129695	0.437	0.231	3.50633187083708e-103	COL24A1
2.28487771273642e-107	-0.47326389185792	0.319	0.508	4.62299307617961e-103	B4GALT5
2.39344747797985e-107	-0.332842013867876	0.151	0.335	4.84266228219663e-103	C19orf83
3.8528964045834e-107	-0.295158481457013	0.088	0.24	7.79556529539359e-103	HSPA1L
6.52049988762466e-107	-0.387659665672974	0.304	0.515	1.3192927422631e-102	FLNA
6.60731239178484e-107	0.444854716451081	0.808	0.711	1.33685751622983e-102	FAM19A2
8.51851902092131e-107	0.44641249827636	0.455	0.24	1.72355195350301e-102	RAPGEF4
9.90732257074372e-107	-0.465110173064256	0.526	0.692	2.00454857573858e-102	WDR1
2.84447673071268e-106	-0.397572382359433	0.401	0.595	5.75522976925097e-102	KLF10
5.27605058959521e-106	-0.401031236026062	0.594	0.76	1.0675033157928e-101	ANKMY1
5.77168249328874e-106	0.440933340755581	0.628	0.456	1.16778451886711e-101	PRR4
8.46531820739754e-106	0.434445138339179	0.683	0.511	1.71278783290274e-101	RP11-127H5.1
1.09387136288264e-105	0.354909441851366	0.923	0.868	2.21322992852045e-101	NPIPA7
2.31972409891426e-105	-0.38372849845616	0.644	0.795	4.69349776933322e-101	PTMA
2.47496695740271e-105	0.45581585984111	0.617	0.436	5.0076006449129e-101	LPHN3
3.2702538291377e-105	0.267908164294292	0.182	0.04	6.6167045724943e-101	SYNDIG1
6.9751402633755e-105	-0.455928094496743	0.403	0.589	1.41128012948876e-100	ID2
2.32236116462367e-104	0.404765586088122	0.367	0.181	4.69883334438308e-100	TMEM45B
2.63354920721719e-104	-0.401711924404026	0.467	0.644	5.32846011096253e-100	PTGES3
4.64310107214324e-104	-0.365284024447214	0.352	0.539	9.39438639926743e-100	FAM65A
6.98750568133552e-104	-0.353161604693447	0.186	0.372	1.41378202450461e-99	CELSR3
8.93118426953214e-104	0.257779169167105	0.166	0.035	1.80704651325444e-99	LRRN1
9.34760571521774e-104	-0.383573685190697	0.629	0.781	1.89130106436e-99	H3F3B
1.1106239865269e-103	0.403959107136706	0.391	0.191	2.24712551193987e-99	UNC5D
1.15922572754319e-103	-0.456031175371378	0.519	0.679	2.34546141453814e-99	CDC42EP3
2.23522866521708e-103	0.339976065487315	0.278	0.101	4.52253815833373e-99	SLC35F4
3.27939308301841e-103	0.425234520204914	0.439	0.244	6.63519602487116e-99	CNKSR2
3.99766834787625e-103	0.303787177949295	0.274	0.11	8.08848236825802e-99	OPHN1
4.47326907977357e-103	-0.415993993513522	0.321	0.509	9.05076532910587e-99	BTG2
9.31138980608009e-103	0.312850028231467	0.266	0.102	1.88397349946418e-98	PAK7
9.38001859540197e-103	-0.401277634875133	0.278	0.466	1.89785916240768e-98	ANXA2
1.33241979543775e-102	0.284159560373187	0.205	0.062	2.69588497210921e-98	SVOPL
2.22773863005327e-102	0.456674007471101	0.761	0.617	4.50738357018679e-98	SFMBT2
3.64918241214025e-102	0.343777364222402	0.36	0.183	7.38339077448337e-98	ARHGAP42
5.01598004719817e-102	0.287892537537743	0.22	0.071	1.01488324294961e-97	GABRB3
5.59134226835726e-102	-0.396368167586111	0.516	0.692	1.13129628115672e-97	IRF2BP2
7.00578165776056e-102	0.366121917306654	0.321	0.135	1.41747980281469e-97	KSR2
7.2982250110302e-102	0.339595880487817	0.304	0.131	1.47664986648174e-97	HS3ST5
7.7819576791756e-102	0.263734770593839	0.195	0.059	1.5745234972276e-97	GRIA3
1.10320451012105e-101	0.269208137634683	0.216	0.066	2.23211368532793e-97	CCBE1
1.91220747369775e-101	-0.370880186519547	0.344	0.528	3.86896938153267e-97	DNAAF2
2.07664971795099e-101	0.416979012054082	0.578	0.421	4.20168537433023e-97	CHD6
8.25154208390389e-101	0.337696700864341	0.284	0.114	1.66953450983627e-96	IQCJ
1.0731305307597e-100	-0.365145446531075	0.354	0.536	2.1712650028861e-96	ZBTB7B
2.48106453079803e-100	0.327333575920454	0.301	0.131	5.01993786516365e-96	PLD5
2.62569711858034e-100	-0.42243520618092	0.555	0.716	5.3125729800236e-96	EHD1
4.59276478714044e-100	0.356154276534288	0.357	0.172	9.29254099382124e-96	HECW1
4.7262421445261e-100	0.444010653220468	0.647	0.47	9.56260573101965e-96	DIAPH3
5.36952458865082e-100	0.394799949609662	0.621	0.456	1.08641591002172e-95	ZNF385D
1.21903588499025e-99	-0.371221597813332	0.395	0.584	2.46647530610077e-95	JUNB
1.56115071292738e-99	0.306097165636366	0.258	0.1	3.15867623746597e-95	AMOTL1
3.36012764354863e-99	0.297250472355544	0.253	0.095	6.79854626119195e-95	TMEM132B
5.24341408161553e-99	0.33984693773381	0.92	0.883	1.06089997113327e-94	ZBTB20
6.43881566137787e-99	0.37738390886424	0.426	0.238	1.30276557276658e-94	PDZRN4
7.41041865010366e-99	-0.414197129714448	0.55	0.701	1.49935000547547e-94	BCL9L
1.01350663600276e-98	0.440923419223558	0.689	0.535	2.05062797662439e-94	CDH12
1.07716167906028e-98	0.412254530901903	0.617	0.45	2.17942122524265e-94	BAI3
1.16629212931871e-98	0.297460886974963	0.188	0.048	2.35975886525054e-94	CLDN1
1.3830051310881e-98	0.295341250307324	0.259	0.1	2.79823428173055e-94	DCLK1
2.02775139748687e-98	0.418968516121383	0.477	0.286	4.10274940253518e-94	CADPS2
2.09648194083662e-98	0.42695615205339	0.662	0.5	4.24181191089474e-94	NLGN1
3.74193873769156e-98	0.392587946155077	0.564	0.378	7.57106464797133e-94	MAPK10
3.99589811025959e-98	-0.408390604435067	0.446	0.624	8.08490064648823e-94	APTX
4.25484643272046e-98	0.367357152341763	0.415	0.239	8.60883078732331e-94	OFCC1
6.31354754802695e-98	-0.437568688562827	0.722	0.842	1.27742007539229e-93	SMAD3
6.60109763416954e-98	-0.414289351886513	0.631	0.77	1.33560008432152e-93	ELL
9.4107443899232e-98	0.413100789034797	0.723	0.587	1.90407591241316e-93	CDH18
1.21826512146811e-97	-0.381714209789583	0.481	0.658	2.46491582026643e-93	NFKB2
1.44449673237338e-97	0.427062847247517	0.591	0.395	2.92265023861107e-93	SLC1A2
2.02423610596946e-97	0.434277064963462	0.529	0.355	4.09563691320801e-93	ATF6
2.18762771576353e-97	-0.325258990734153	0.203	0.385	4.42622715730436e-93	NECAB3
5.08562292357114e-97	-0.352754060345648	0.23	0.412	1.02897408612615e-92	TYMP
5.33326237364183e-97	0.421090215266222	0.592	0.419	1.07907897605895e-92	FAM19A1
6.17082673610693e-97	0.367783998614195	0.393	0.197	1.24854337351651e-92	PDE1C
7.82062052006219e-97	0.313849560726987	0.271	0.112	1.58234614982418e-92	MPPED2
8.81584699983299e-97	-0.371579539747175	0.088	0.248	1.78371032347621e-92	IFNG
1.19443983309049e-96	-0.446146742086451	0.346	0.525	2.41671011429198e-92	HNRNPLL
1.19531751547206e-96	-0.377464308092111	0.708	0.83	2.41848592905462e-92	VMP1
1.24294160956862e-96	-0.322532147847104	0.175	0.353	2.51484375864018e-92	HLA-DPB1
1.32516670428395e-96	-0.401605238397184	0.782	0.859	2.68120979277771e-92	ZC3HAV1
2.74821126382208e-96	0.433563553573026	0.73	0.589	5.56045585009121e-92	MCC
2.97151670757019e-96	-0.35142637063551	0.171	0.344	6.01226975442677e-92	SERPINB9
3.00720869527624e-96	-0.422831803000944	0.229	0.412	6.08448535315242e-92	PLEKHG3
5.33369566442533e-96	-0.389344965463435	0.492	0.664	1.07916664378318e-91	PPTC7
5.78127656927379e-96	0.37282229528935	0.373	0.193	1.16972568826117e-91	GPR158
8.00659828621751e-96	-0.311752157024264	0.114	0.27	1.61997503125039e-91	VASH1
8.11822653602411e-96	0.283729840959109	0.256	0.105	1.64256077503376e-91	CNGB3
1.20306191780456e-95	0.371270424164962	0.867	0.809	2.43415517829397e-91	RERE
1.5422105134634e-95	-0.41203932722721	0.346	0.516	3.1203545318905e-91	ADAP1
1.83205860481035e-95	0.286306290034535	0.23	0.084	3.70680417511278e-91	KRT72
2.74565157664997e-95	-0.348158476871968	0.251	0.43	5.55527683503588e-91	TP53INP2
4.77714570230197e-95	0.375385234252353	0.337	0.154	9.66559889946758e-91	SYN3
6.32793832364416e-95	-0.372828786687161	0.396	0.583	1.28033176102292e-90	IER2
7.33980392472724e-95	0.407938622260333	0.68	0.521	1.48506252809006e-90	EPHA6
9.0251575930423e-95	0.342450487255754	0.333	0.166	1.82606013580025e-90	THSD4
9.84993861201712e-95	-0.397469585980959	0.62	0.751	1.99293807936942e-90	EZR
1.25414503815306e-94	0.362611423953672	0.362	0.173	2.53751165569509e-90	BICC1
2.17739438154785e-94	0.473457072020807	0.652	0.462	4.40552205218576e-90	APBA2
2.18732748076288e-94	0.331881406999464	0.33	0.165	4.42561969182754e-90	MLIP
3.68231503335221e-94	-0.376765555947339	0.362	0.543	7.45042800698152e-90	SREBF1
4.06909959251071e-94	0.2758142982158	0.233	0.087	8.23300920552692e-90	STK32B
4.96119321130879e-94	0.268750125642311	0.215	0.07	1.00379822244411e-89	LGR5
9.94145027720911e-94	0.272458247780617	0.202	0.059	2.01145363458772e-89	COL4A6
1.0668040640715e-93	-0.392686901272088	0.943	0.966	2.15846466283588e-89	MBNL1
1.63541610646663e-93	0.373113988557923	0.379	0.209	3.30893740821394e-89	CNTLN
3.70815561944015e-93	0.312736849416313	0.304	0.141	7.50271126481326e-89	TPH2
4.98493050289572e-93	0.431610481395252	0.542	0.359	1.00860098865089e-88	MAP2K5
5.19607145535966e-93	-0.363122101657828	0.409	0.576	1.05132113756292e-88	SRSF7
6.7469760661741e-93	0.408216466791196	0.503	0.322	1.36511566746901e-88	EXOC6B
7.49793924683454e-93	0.409936267712629	0.502	0.315	1.51705804781203e-88	RP5-1052I5.2
1.05088425401779e-92	-0.324900402349241	0.199	0.371	2.1262541111542e-88	SLC1A5
1.11106949105186e-92	-0.360006364258296	0.421	0.595	2.24802690124523e-88	TFEB
1.21116612900419e-92	0.421972788650154	0.656	0.506	2.45055242881418e-88	SELL
1.56160395546149e-92	-0.405474506042887	0.851	0.915	3.15959328308524e-88	ARHGAP26
1.69845746959494e-92	-0.386052680792137	0.547	0.707	3.43648899823145e-88	GNA13
1.96196997906364e-92	0.269598852512659	0.22	0.078	3.96965385863946e-88	FREM1
2.19586904429526e-92	0.418493224283493	0.665	0.509	4.44290183732259e-88	DIS3L2
2.26489274149201e-92	-0.375832853915572	0.691	0.82	4.58255748386078e-88	GPBP1
2.52962738892572e-92	-0.425068345037642	0.422	0.603	5.11819509601342e-88	CD99
2.54442419635372e-92	-0.313825760798543	0.198	0.371	5.14813347648249e-88	PIM3
3.86963139651644e-92	-0.349043206775877	0.178	0.344	7.82942520457172e-88	C6orf48
4.7793090084654e-92	0.346189052870643	0.827	0.73	9.66997591682805e-88	RFTN1
4.87214559292851e-92	0.466041300197277	0.743	0.604	9.85781217817225e-88	MGAT4A
5.27962997131508e-92	0.418230059967874	0.441	0.276	1.06822753209618e-87	CTD-2535L24.2
5.87772324471631e-92	0.40663231447256	0.409	0.237	1.18923974410345e-87	FAM134B
5.97721116689908e-92	0.291411142821128	0.247	0.093	1.20936913539869e-87	KIAA1211
6.19214796817564e-92	0.326999056670003	0.305	0.135	1.25285729840098e-87	PEX5L
8.92051447849162e-92	-0.386661224895368	0.288	0.477	1.80488769443321e-87	GGA2
1.45562133758172e-91	-0.299537870127552	0.163	0.328	2.94515865232909e-87	FOSL1
1.52699327570602e-91	-0.382773262595502	0.588	0.731	3.089565494736e-87	SLC6A6
1.64653931407352e-91	0.358326293741948	0.379	0.198	3.33144299416496e-87	NTNG1
3.47591015791209e-91	0.371230591209746	0.399	0.22	7.03280902250353e-87	PDE9A
3.83766581776627e-91	-0.330120325382665	0.371	0.541	7.7647492490865e-87	KLF16
4.22899563102866e-91	-0.369537609657032	0.407	0.582	8.55652686026028e-87	PKM
6.06968074128881e-91	0.31699226619236	0.954	0.885	1.22807850438496e-86	KLF12
1.13056583744588e-90	-0.332502261474815	0.232	0.399	2.28747385890426e-86	ADAM8
1.27892383756165e-90	0.384057614801262	0.424	0.239	2.58764660053848e-86	TNR
1.38527322088991e-90	0.285950449696641	0.251	0.098	2.80282330782655e-86	MYO3A
1.39370659292658e-90	0.410816404371953	0.557	0.369	2.81988654946836e-86	KALRN
1.66964294470544e-90	0.277532778730151	0.323	0.147	3.37818857002252e-86	KCNJ15
1.69435891364354e-90	0.393028358549323	0.685	0.553	3.42819638997498e-86	RBL2
1.7264114382746e-90	0.348032403682925	0.323	0.153	3.49304826306099e-86	ARMC4
1.74290439411776e-90	0.418243395241392	0.751	0.636	3.52641846061846e-86	IGF1R
1.85916698045226e-90	0.270293648826507	0.237	0.091	3.76165255154906e-86	GREB1L
2.4262730570434e-90	0.351501978661072	0.367	0.182	4.90907827631591e-86	PALM2
5.08940992702659e-90	0.388979457721545	0.557	0.379	1.02974031053529e-85	PDE11A
5.22906908028389e-90	0.368061019984699	0.4	0.217	1.05799754701384e-85	PDE1A
5.81147841511064e-90	0.390241879696465	0.792	0.663	1.17583642772934e-85	ANK3
7.18980832092537e-90	0.409234930905789	0.822	0.731	1.45471391757283e-85	DOCK9
7.56232603428844e-90	-0.360607449868745	0.538	0.7	1.53008542651758e-85	TAGAP
9.86599478052771e-90	0.365377299277577	0.539	0.36	1.99618672394417e-85	EMCN
1.2977723508605e-89	-0.276275397374884	0.125	0.285	2.62578279749605e-85	ACTL10
1.72537968075415e-89	-0.411349269245757	0.445	0.62	3.49096070806986e-85	TP53BP2
1.7527247766977e-89	0.360367004509145	0.412	0.227	3.54628804069245e-85	CLDN11
1.8751305180228e-89	0.336009164150209	0.361	0.191	3.79395157711554e-85	ADAMTS3
2.52073001447802e-89	-0.364013624204938	0.37	0.554	5.10019303829338e-85	RNPEPL1
4.63704280692058e-89	-0.442724536739858	0.324	0.517	9.38212871124241e-85	LPCAT1
